case:concept:name,concept:name,org:resource,enabled:timestamp,start:timestamp,time:timestamp,process_flow_type,visit_complexity,target_rank,target_area,has_reefer,n_receives,target_demand_bin,mt_utilization,target_demand,n_stops,rmg_demand,mt_demand,target_rank_group,vc_utilization,n_deliveries,rmg_utilization,target_utilization,vc_demand,gate_demand,gate_utilization,full_ratio,target_utilization_bin,has_hazardous,primary_target_area,n_containers
case_44,Gate In,Res.GateIn,2026-04-20 18:59:00,2026-04-20 18:59:00,2026-04-20 18:59:00,receive,4,12.0,T16,0,1,low,0.81,2.5,1,12.25,8.25,low,0.4056,0,0.44,0.4744,1.75,18.5,0.5,1.0,low,0,T16,1
case_25,LL_delivery,LL,2026-04-20 18:46:00,2026-04-20 19:00:00,2026-04-20 19:16:00,delivery,3,,MT,0,0,very_high,0.8318,21.73,1,103.0,21.73,non_rmg,0.5,1,0.5082,0.8318,41.53,136.13,0.56,0.0,very_high,0,MT,1
case_45,Gate In,Res.GateIn,2026-04-20 19:00:00,2026-04-20 19:00:00,2026-04-20 19:00:00,receive,4,3.0,T24,0,1,medium,0.8795,6.2,1,112.2,33.4,top_3,0.47,0,0.6195,0.75,25.8,159.0,0.6395,0.0,very_high,0,T24,1
case_46,Gate In,Res.GateIn,2026-04-20 19:00:00,2026-04-20 19:00:00,2026-04-20 19:00:00,delivery,5,15.0,T12,1,0,medium,0.9,5.23,1,101.5,8.45,low,0.45,1,0.58,0.62,24.55,116.73,0.61,0.0,medium,0,T12,1
case_34,RMG_delivery,T16,2026-04-20 18:53:00,2026-04-20 19:01:00,2026-04-20 19:05:00,delivery,4,7.0,T16,0,0,low,0.86,3.83,1,26.0,2.92,mid,0.5,1,0.47,0.586,9.83,35.67,0.54,1.0,medium,0,T16,1
case_39,HO2_delivery,HO2,2026-04-20 18:57:00,2026-04-20 19:01:00,2026-04-20 19:14:00,receive,7,,VC,0,1,very_high,0.83,31.0,1,145.77,23.7,non_rmg,0.58,0,0.5589,0.58,31.0,175.23,0.6089,1.0,medium,0,VC,1
case_41,RMG_receive,T23,2026-04-20 18:57:00,2026-04-20 19:01:00,2026-04-20 19:05:00,receive,4,8.0,T23,0,1,high,0.74,10.0,1,144.08,25.92,mid,0.4002,0,0.5498,0.6198,22.58,181.75,0.5598,1.0,medium,0,T23,1
case_42,RMG_receive,T18,2026-04-20 18:57:00,2026-04-20 19:01:00,2026-04-20 19:23:00,receive,5,6.0,T18,0,1,medium,0.8735,6.4,1,140.4,27.3,mid,0.49,0,0.6168,0.74,25.2,186.3,0.6368,1.0,very_high,0,T18,1
case_47,Gate In,Res.GateIn,2026-04-20 19:01:00,2026-04-20 19:01:00,2026-04-20 19:01:00,receive,5,9.0,T15,0,1,medium,0.87,5.2,1,98.2,12.0,mid,0.48,0,0.5905,0.671,17.2,117.6,0.62,1.0,high,0,T15,1
case_48,Gate In,Res.GateIn,2026-04-20 19:01:00,2026-04-20 19:01:00,2026-04-20 19:01:00,delivery,4,17.0,T10,0,0,medium,0.8036,5.87,1,105.37,11.7,low,0.4064,1,0.4836,0.4743,12.33,103.43,0.5236,1.0,low,0,T10,1
case_49,Gate In,Res.GateIn,2026-04-20 19:01:00,2026-04-20 19:01:00,2026-04-20 19:01:00,receive,4,14.0,T13,0,1,low,0.8011,2.7,1,27.3,4.85,low,0.4842,0,0.6021,0.6132,10.35,52.65,0.6132,1.0,medium,0,T13,1
case_50,Gate In,Res.GateIn,2026-04-20 19:01:00,2026-04-20 19:01:00,2026-04-20 19:01:00,receive,5,6.0,T15,0,1,medium,0.8708,5.95,1,70.18,14.27,mid,0.3554,0,0.4762,0.5762,14.68,95.4,0.5262,1.0,medium,0,T15,1
case_51,Gate In,Res.GateIn,2026-04-20 19:03:00,2026-04-20 19:03:00,2026-04-20 19:03:00,receive,5,19.0,T10,0,1,low,0.877,4.2,1,66.8,13.6,low,0.36,0,0.506,0.363,4.2,55.0,0.543,1.0,low,0,T10,1
case_50,RMG_receive,T15,2026-04-20 19:01:00,2026-04-20 19:03:00,2026-04-20 19:08:00,receive,5,6.0,T15,0,1,medium,0.8708,5.95,1,70.18,14.27,mid,0.3554,0,0.4762,0.5762,14.68,95.4,0.5262,1.0,medium,0,T15,1
case_23,Gate Out,Res.GateOut,2026-04-20 18:45:00,2026-04-20 19:04:00,2026-04-20 19:04:00,receive,5,12.0,T13,0,1,medium,0.87,4.6,1,122.4,37.2,low,0.35,0,0.45,0.458,36.0,185.0,0.508,1.0,low,0,T13,1
case_40,RMG_delivery,T27,2026-04-20 18:57:00,2026-04-20 19:04:00,2026-04-20 19:11:00,delivery,4,15.0,T27,0,0,medium,0.8567,5.63,1,135.63,34.78,low,0.42,1,0.5367,0.54,8.1,168.42,0.5767,1.0,medium,0,T27,1
case_52,Gate In,Res.GateIn,2026-04-20 19:04:00,2026-04-20 19:04:00,2026-04-20 19:04:00,delivery,2,,MT,0,0,medium,0.9162,5.0,1,17.13,5.0,non_rmg,0.49,1,0.5723,0.9162,1.0,21.13,0.6162,0.0,very_high,0,MT,1
case_17,Gate Out,Res.GateOut,2026-04-20 18:42:00,2026-04-20 19:05:00,2026-04-20 19:05:00,receive,5,10.0,T11,0,1,low,0.9132,4.27,1,120.4,5.73,mid,0.4663,0,0.5868,0.6637,32.2,147.33,0.62,1.0,high,0,T11,1
case_53,Gate In,Res.GateIn,2026-04-20 19:05:00,2026-04-20 19:05:00,2026-04-20 19:05:00,delivery,4,4.0,T21,0,0,high,0.8425,7.5,1,82.0,6.5,mid,0.4062,1,0.5125,0.63,13.5,110.5,0.5462,1.0,medium,0,T21,1
case_54,Gate In,Res.GateIn,2026-04-20 19:05:00,2026-04-20 19:05:00,2026-04-20 19:05:00,receive,4,,VC,0,1,very_high,0.7539,44.82,1,138.23,36.3,non_rmg,0.482,0,0.53,0.482,44.82,177.05,0.562,1.0,low,0,VC,1
case_48,RMG_delivery,T10,2026-04-20 19:01:00,2026-04-20 19:06:00,2026-04-20 19:18:00,delivery,4,17.0,T10,0,0,medium,0.8036,5.87,1,105.37,11.7,low,0.4064,1,0.4836,0.4743,12.33,103.43,0.5236,1.0,low,0,T10,1
case_20,Gate Out,Res.GateOut,2026-04-20 18:58:00,2026-04-20 19:07:00,2026-04-20 19:07:00,mixed,13,2.0,T23,0,1,high,0.8222,8.35,1,126.55,19.75,top_3,0.5311,1,0.6289,0.7689,22.0,166.0,0.64,1.0,very_high,0,T23,2
case_26,Gate Out,Res.GateOut,2026-04-20 18:59:00,2026-04-20 19:07:00,2026-04-20 19:07:00,delivery,2,10.0,T14,0,0,very_high,0.87,11.8,1,115.5,38.7,mid,0.35,1,0.45,0.5172,36.3,181.2,0.5072,0.0,medium,0,T14,1
case_28,RMG_receive,T10,2026-04-20 18:47:00,2026-04-20 19:07:00,2026-04-20 19:16:00,receive,10,7.0,T10,0,2,low,0.87,1.95,2,21.35,6.0,mid,0.4784,0,0.61,0.6916,2.95,28.65,0.63,1.0,high,0,T10,2
case_53,RMG_delivery,T21,2026-04-20 19:05:00,2026-04-20 19:07:00,2026-04-20 19:13:00,delivery,4,4.0,T21,0,0,high,0.8425,7.5,1,82.0,6.5,mid,0.4062,1,0.5125,0.63,13.5,110.5,0.5462,1.0,medium,0,T21,1
case_55,Gate In,Res.GateIn,2026-04-20 19:07:00,2026-04-20 19:07:00,2026-04-20 19:07:00,delivery,2,2.0,T14,0,0,high,0.8284,7.73,1,87.62,17.78,top_3,0.5292,1,0.62,0.7316,15.37,121.9,0.64,0.0,very_high,0,T14,1
case_56,Gate In,Res.GateIn,2026-04-20 19:07:00,2026-04-20 19:07:00,2026-04-20 19:07:00,mixed,10,21.0,T12,0,1,low,0.7056,0.75,2,30.75,11.5,low,0.47,1,0.5856,0.2312,7.5,49.0,0.5856,0.5,low,0,T12,2
case_57,Gate In,Res.GateIn,2026-04-20 19:07:00,2026-04-20 19:07:00,2026-04-20 19:07:00,receive,4,13.0,T17,0,1,medium,0.8765,5.15,1,60.27,13.08,low,0.44,0,0.58,0.64,7.15,68.67,0.61,1.0,high,0,T17,1
case_34,Gate Out,Res.GateOut,2026-04-20 19:05:00,2026-04-20 19:08:00,2026-04-20 19:08:00,delivery,4,7.0,T16,0,0,low,0.86,3.83,1,26.0,2.92,mid,0.5,1,0.47,0.586,9.83,35.67,0.54,1.0,medium,0,T16,1
case_38,HO2_delivery,HO2,2026-04-20 18:57:00,2026-04-20 19:08:00,2026-04-20 19:15:00,receive,4,,VC,0,1,high,0.7242,10.67,1,64.33,20.83,non_rmg,0.4579,0,0.58,0.4579,10.67,92.83,0.586,1.0,low,0,VC,1
case_56,LL_delivery,LL,2026-04-20 19:07:00,2026-04-20 19:08:00,2026-04-20 19:11:00,mixed,10,21.0,T12,0,1,low,0.7056,0.75,2,30.75,11.5,low,0.47,1,0.5856,0.2312,7.5,49.0,0.5856,0.5,low,0,T12,2
case_58,Gate In,Res.GateIn,2026-04-20 19:08:00,2026-04-20 19:08:00,2026-04-20 19:08:00,delivery,3,,VC,0,0,very_high,0.75,47.63,1,135.0,23.97,non_rmg,0.3936,1,0.6,0.3936,47.63,168.03,0.59,1.0,low,0,VC,1
case_13,HO2_receive,HO2,2026-04-20 18:23:00,2026-04-20 19:09:00,2026-04-20 19:22:00,delivery,3,12.0,T06,0,0,low,0.86,4.0,1,32.0,10.0,low,0.49,1,0.61,0.43,6.0,38.0,0.63,1.0,low,0,T06,1
case_43,RMG_receive,T06,2026-04-20 18:58:00,2026-04-20 19:09:00,2026-04-20 19:18:00,receive,5,15.0,T06,0,1,medium,0.9029,6.0,1,135.5,7.45,low,0.4529,0,0.5829,0.48,34.2,171.15,0.6129,1.0,low,0,T06,1
case_46,RMG_delivery,T12,2026-04-20 19:00:00,2026-04-20 19:09:00,2026-04-20 19:34:00,delivery,5,15.0,T12,1,0,medium,0.9,5.23,1,101.5,8.45,low,0.45,1,0.58,0.62,24.55,116.73,0.61,0.0,medium,0,T12,1
case_51,RMG_receive,T10,2026-04-20 19:03:00,2026-04-20 19:09:00,2026-04-20 19:15:00,receive,5,19.0,T10,0,1,low,0.877,4.2,1,66.8,13.6,low,0.36,0,0.506,0.363,4.2,55.0,0.543,1.0,low,0,T10,1
case_59,Gate In,Res.GateIn,2026-04-20 19:09:00,2026-04-20 19:09:00,2026-04-20 19:09:00,receive,6,,VC,0,1,very_high,0.8607,23.07,1,122.93,41.07,non_rmg,0.4493,0,0.58,0.4493,23.07,176.47,0.61,1.0,low,1,VC,1
case_58,RMG_delivery,T13,2026-04-20 19:08:00,2026-04-20 19:09:00,2026-04-20 19:14:00,delivery,3,,VC,0,0,very_high,0.75,47.63,1,135.0,23.97,non_rmg,0.3936,1,0.6,0.3936,47.63,168.03,0.59,1.0,low,0,VC,1
case_60,Gate In,Res.GateIn,2026-04-20 19:09:00,2026-04-20 19:09:00,2026-04-20 19:09:00,mixed,10,8.0,T15,0,1,high,0.8792,7.9,2,137.73,21.53,mid,0.3692,1,0.52,0.6076,13.37,162.68,0.5592,0.5,medium,0,T15,2
case_33,Gate Out,Res.GateOut,2026-04-20 18:58:00,2026-04-20 19:10:00,2026-04-20 19:10:00,delivery,2,,MT,0,0,very_high,0.8111,39.62,1,136.3,39.62,non_rmg,0.4105,1,0.52,0.8111,18.22,156.5,0.5505,0.0,very_high,0,MT,1
case_35,RMG_receive,T16,2026-04-20 18:54:00,2026-04-20 19:10:00,2026-04-20 19:17:00,receive,4,11.0,T16,0,1,medium,0.8769,5.77,1,135.0,24.2,low,0.3669,0,0.52,0.5831,10.13,163.17,0.5569,1.0,medium,0,T16,1
case_55,RMG_delivery,T14,2026-04-20 19:07:00,2026-04-20 19:10:00,2026-04-20 19:45:00,delivery,2,2.0,T14,0,0,high,0.8284,7.73,1,87.62,17.78,top_3,0.5292,1,0.62,0.7316,15.37,121.9,0.64,0.0,very_high,0,T14,1
case_61,Gate In,Res.GateIn,2026-04-20 19:10:00,2026-04-20 19:10:00,2026-04-20 19:10:00,mixed,9,9.0,T14,0,1,high,0.69,7.97,2,115.03,28.03,mid,0.5049,1,0.55,0.7249,16.1,128.4,0.5625,0.5,very_high,0,T14,2
case_19,Gate Out,Res.GateOut,2026-04-20 18:59:00,2026-04-20 19:11:00,2026-04-20 19:11:00,receive,5,8.0,T25,0,1,low,0.82,2.9,1,37.5,12.27,mid,0.53,0,0.6291,0.7082,6.73,47.97,0.6491,1.0,high,0,T25,1
case_56,RMG_receive,T12,2026-04-20 19:11:00,2026-04-20 19:11:00,2026-04-20 19:31:00,mixed,10,21.0,T12,0,1,low,0.7056,0.75,2,30.75,11.5,low,0.47,1,0.5856,0.2312,7.5,49.0,0.5856,0.5,low,0,T12,2
case_62,Gate In,Res.GateIn,2026-04-20 19:11:00,2026-04-20 19:11:00,2026-04-20 19:11:00,delivery,3,21.0,T08,0,0,medium,0.8062,6.7,1,80.25,16.9,low,0.5048,1,0.6124,0.4462,16.05,92.55,0.6286,1.0,low,0,T08,1
case_60,LL_delivery,LL,2026-04-20 19:09:00,2026-04-20 19:11:00,2026-04-20 19:25:00,mixed,10,8.0,T15,0,1,high,0.8792,7.9,2,137.73,21.53,mid,0.3692,1,0.52,0.6076,13.37,162.68,0.5592,0.5,medium,0,T15,2
case_32,Gate Out,Res.GateOut,2026-04-20 18:58:00,2026-04-20 19:12:00,2026-04-20 19:12:00,receive,4,,MT,0,1,very_high,0.75,25.48,1,141.5,25.48,non_rmg,0.393,0,0.6,0.75,51.32,173.02,0.59,1.0,very_high,0,MT,1
case_63,Gate In,Res.GateIn,2026-04-20 19:12:00,2026-04-20 19:12:00,2026-04-20 19:12:00,delivery,4,4.0,T21,0,0,low,0.86,1.45,1,37.4,6.45,mid,0.42,1,0.52,0.6,2.65,44.6,0.56,1.0,medium,0,T21,1
case_36,Gate Out,Res.GateOut,2026-04-20 19:08:00,2026-04-20 19:13:00,2026-04-20 19:13:00,receive,5,2.0,T18,0,1,low,0.8521,0.15,1,17.9,6.15,top_3,0.42,0,0.5279,0.6179,0.15,19.2,0.56,1.0,medium,0,T18,1
case_64,Gate In,Res.GateIn,2026-04-20 19:13:00,2026-04-20 19:13:00,2026-04-20 19:13:00,mixed,12,15.0,T06,0,1,medium,0.7295,6.92,1,138.43,38.1,low,0.42,1,0.5295,0.4395,21.52,165.73,0.54,0.5,low,0,T06,2
case_62,RMG_delivery,T08,2026-04-20 19:11:00,2026-04-20 19:13:00,2026-04-20 19:16:00,delivery,3,21.0,T08,0,0,medium,0.8062,6.7,1,80.25,16.9,low,0.5048,1,0.6124,0.4462,16.05,92.55,0.6286,1.0,low,0,T08,1
case_65,Gate In,Res.GateIn,2026-04-20 19:13:00,2026-04-20 19:13:00,2026-04-20 19:13:00,delivery,3,17.0,T13,0,0,medium,0.81,5.27,1,74.58,13.82,low,0.5795,1,0.5695,0.3905,15.63,66.6,0.6095,1.0,low,0,T13,1
case_57,RMG_receive,T17,2026-04-20 19:07:00,2026-04-20 19:14:00,2026-04-20 19:41:00,receive,4,13.0,T17,0,1,medium,0.8765,5.15,1,60.27,13.08,low,0.44,0,0.58,0.64,7.15,68.67,0.61,1.0,high,0,T17,1
case_61,LL_delivery,LL,2026-04-20 19:10:00,2026-04-20 19:14:00,2026-04-20 19:25:00,mixed,9,9.0,T14,0,1,high,0.69,7.97,2,115.03,28.03,mid,0.5049,1,0.55,0.7249,16.1,128.4,0.5625,0.5,very_high,0,T14,2
case_66,Gate In,Res.GateIn,2026-04-20 19:14:00,2026-04-20 19:14:00,2026-04-20 19:14:00,delivery,3,,MT,0,0,very_high,0.79,22.82,1,40.12,22.82,non_rmg,0.4902,1,0.6051,0.79,5.97,61.73,0.6151,0.0,very_high,0,MT,1
case_67,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,receive,5,10.0,T09,0,1,medium,0.9033,5.63,1,133.83,7.95,mid,0.4533,0,0.5833,0.66,32.2,171.32,0.6133,1.0,high,0,T09,1
case_68,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,receive,5,4.0,T23,0,1,low,0.8549,2.9,1,29.03,10.9,mid,0.49,0,0.6151,0.7451,3.0,35.0,0.63,1.0,very_high,0,T23,1
case_69,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,delivery,4,,VC,0,0,very_high,0.853,28.2,1,83.8,33.2,non_rmg,0.37,1,0.49,0.37,28.2,117.4,0.53,1.0,low,0,VC,1
case_70,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,mixed,21,,VC,1,1,very_high,0.8352,17.07,1,126.5,10.93,non_rmg,0.4026,1,0.5052,0.4026,17.07,146.77,0.5426,1.0,low,1,VC,2
case_71,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,receive,5,8.0,T17,0,1,medium,0.9159,5.37,1,114.53,5.37,mid,0.4718,0,0.5841,0.6841,36.23,146.97,0.62,1.0,high,0,T17,1
case_72,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,delivery,4,,VC,0,0,medium,0.774,6.23,1,27.38,5.77,non_rmg,0.494,1,0.534,0.494,6.23,31.93,0.57,1.0,low,0,VC,1
case_73,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,receive,5,17.0,T10,0,1,medium,0.8171,5.4,1,30.15,7.45,low,0.5542,0,0.5371,0.3571,4.0,36.8,0.5871,1.0,low,0,T10,1
case_74,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,receive,5,19.0,T07,0,1,low,0.8543,0.27,1,69.93,31.07,low,0.37,0,0.49,0.223,23.4,94.47,0.53,1.0,low,0,T07,1
case_40,Gate Out,Res.GateOut,2026-04-20 19:11:00,2026-04-20 19:16:00,2026-04-20 19:16:00,delivery,4,15.0,T27,0,0,medium,0.8567,5.63,1,135.63,34.78,low,0.42,1,0.5367,0.54,8.1,168.42,0.5767,1.0,medium,0,T27,1
case_66,LL_delivery,LL,2026-04-20 19:14:00,2026-04-20 19:16:00,2026-04-20 19:19:00,delivery,3,,MT,0,0,very_high,0.79,22.82,1,40.12,22.82,non_rmg,0.4902,1,0.6051,0.79,5.97,61.73,0.6151,0.0,very_high,0,MT,1
case_24,Gate Out,Res.GateOut,2026-04-20 19:02:00,2026-04-20 19:17:00,2026-04-20 19:17:00,receive,4,7.0,T13,0,1,medium,0.8582,6.9,1,116.33,33.03,mid,0.45,0,0.5791,0.7009,19.77,167.8,0.6091,1.0,high,0,T13,1
case_41,Gate Out,Res.GateOut,2026-04-20 19:05:00,2026-04-20 19:17:00,2026-04-20 19:17:00,receive,4,8.0,T23,0,1,high,0.74,10.0,1,144.08,25.92,mid,0.4002,0,0.5498,0.6198,22.58,181.75,0.5598,1.0,medium,0,T23,1
case_65,RMG_delivery,T13,2026-04-20 19:13:00,2026-04-20 19:17:00,2026-04-20 19:28:00,delivery,3,17.0,T13,0,0,medium,0.81,5.27,1,74.58,13.82,low,0.5795,1,0.5695,0.3905,15.63,66.6,0.6095,1.0,low,0,T13,1
case_71,RMG_receive,T17,2026-04-20 19:15:00,2026-04-20 19:17:00,2026-04-20 19:33:00,receive,5,8.0,T17,0,1,medium,0.9159,5.37,1,114.53,5.37,mid,0.4718,0,0.5841,0.6841,36.23,146.97,0.62,1.0,high,0,T17,1
case_73,RMG_receive,T10,2026-04-20 19:15:00,2026-04-20 19:17:00,2026-04-20 19:27:00,receive,5,17.0,T10,0,1,medium,0.8171,5.4,1,30.15,7.45,low,0.5542,0,0.5371,0.3571,4.0,36.8,0.5871,1.0,low,0,T10,1
case_29,Gate Out,Res.GateOut,2026-04-20 19:05:00,2026-04-20 19:18:00,2026-04-20 19:18:00,receive,4,15.0,T09,0,1,medium,0.81,4.6,1,30.6,8.27,low,0.5713,0,0.5613,0.5027,9.4,38.4,0.6013,1.0,low,0,T09,1
case_69,HO2_receive,HO2,2026-04-20 19:15:00,2026-04-20 19:18:00,2026-04-20 19:31:00,delivery,4,,VC,0,0,very_high,0.853,28.2,1,83.8,33.2,non_rmg,0.37,1,0.49,0.37,28.2,117.4,0.53,1.0,low,0,VC,1
case_75,Gate In,Res.GateIn,2026-04-20 19:18:00,2026-04-20 19:18:00,2026-04-20 19:18:00,receive,4,14.0,T11,0,1,low,0.8395,4.33,1,38.08,9.58,low,0.5205,0,0.6105,0.5826,8.75,49.17,0.6305,1.0,medium,0,T11,1
case_75,RMG_receive,T11,2026-04-20 19:18:00,2026-04-20 19:18:00,2026-04-20 19:33:00,receive,4,14.0,T11,0,1,low,0.8395,4.33,1,38.08,9.58,low,0.5205,0,0.6105,0.5826,8.75,49.17,0.6305,1.0,medium,0,T11,1
case_44,RMG_receive,T16,2026-04-20 18:59:00,2026-04-20 19:19:00,2026-04-20 19:25:00,receive,4,12.0,T16,0,1,low,0.81,2.5,1,12.25,8.25,low,0.4056,0,0.44,0.4744,1.75,18.5,0.5,1.0,low,0,T16,1
case_50,Gate Out,Res.GateOut,2026-04-20 19:08:00,2026-04-20 19:20:00,2026-04-20 19:20:00,receive,5,6.0,T15,0,1,medium,0.8708,5.95,1,70.18,14.27,mid,0.3554,0,0.4762,0.5762,14.68,95.4,0.5262,1.0,medium,0,T15,1
case_51,Gate Out,Res.GateOut,2026-04-20 19:15:00,2026-04-20 19:20:00,2026-04-20 19:20:00,receive,5,19.0,T10,0,1,low,0.877,4.2,1,66.8,13.6,low,0.36,0,0.506,0.363,4.2,55.0,0.543,1.0,low,0,T10,1
case_59,HO2_delivery,HO2,2026-04-20 19:09:00,2026-04-20 19:20:00,2026-04-20 19:22:00,receive,6,,VC,0,1,very_high,0.8607,23.07,1,122.93,41.07,non_rmg,0.4493,0,0.58,0.4493,23.07,176.47,0.61,1.0,low,1,VC,1
case_63,RMG_delivery,T21,2026-04-20 19:12:00,2026-04-20 19:20:00,2026-04-20 19:30:00,delivery,4,4.0,T21,0,0,low,0.86,1.45,1,37.4,6.45,mid,0.42,1,0.52,0.6,2.65,44.6,0.56,1.0,medium,0,T21,1
case_76,Gate In,Res.GateIn,2026-04-20 19:20:00,2026-04-20 19:20:00,2026-04-20 19:20:00,delivery,6,12.0,T27,1,0,medium,0.9079,4.83,1,142.92,17.25,low,0.389,1,0.539,0.579,23.08,174.42,0.579,1.0,medium,0,T27,1
case_76,RMG_delivery,T27,2026-04-20 19:20:00,2026-04-20 19:20:00,2026-04-20 19:25:00,delivery,6,12.0,T27,1,0,medium,0.9079,4.83,1,142.92,17.25,low,0.389,1,0.539,0.579,23.08,174.42,0.579,1.0,medium,0,T27,1
case_38,Gate Out,Res.GateOut,2026-04-20 19:15:00,2026-04-20 19:21:00,2026-04-20 19:21:00,receive,4,,VC,0,1,high,0.7242,10.67,1,64.33,20.83,non_rmg,0.4579,0,0.58,0.4579,10.67,92.83,0.586,1.0,low,0,VC,1
case_53,Gate Out,Res.GateOut,2026-04-20 19:13:00,2026-04-20 19:21:00,2026-04-20 19:21:00,delivery,4,4.0,T21,0,0,high,0.8425,7.5,1,82.0,6.5,mid,0.4062,1,0.5125,0.63,13.5,110.5,0.5462,1.0,medium,0,T21,1
case_72,HO2_delivery,HO2,2026-04-20 19:15:00,2026-04-20 19:21:00,2026-04-20 19:25:00,delivery,4,,VC,0,0,medium,0.774,6.23,1,27.38,5.77,non_rmg,0.494,1,0.534,0.494,6.23,31.93,0.57,1.0,low,0,VC,1
case_77,Gate In,Res.GateIn,2026-04-20 19:21:00,2026-04-20 19:21:00,2026-04-20 19:21:00,delivery,2,,MT,0,0,very_high,0.706,20.4,1,117.6,20.4,non_rmg,0.454,1,0.53,0.706,36.4,157.0,0.542,0.0,high,0,MT,1
case_77,LL_delivery,LL,2026-04-20 19:21:00,2026-04-20 19:21:00,2026-04-20 19:28:00,delivery,2,,MT,0,0,very_high,0.706,20.4,1,117.6,20.4,non_rmg,0.454,1,0.53,0.706,36.4,157.0,0.542,0.0,high,0,MT,1
case_78,Gate In,Res.GateIn,2026-04-20 19:21:00,2026-04-20 19:21:00,2026-04-20 19:21:00,delivery,3,13.0,T07,0,0,low,0.84,3.7,1,92.23,7.73,low,0.3764,2,0.58,0.3936,23.07,140.33,0.59,0.0,low,0,T07,2
case_74,RMG_receive,T07,2026-04-20 19:15:00,2026-04-20 19:22:00,2026-04-20 19:34:00,receive,5,19.0,T07,0,1,low,0.8543,0.27,1,69.93,31.07,low,0.37,0,0.49,0.223,23.4,94.47,0.53,1.0,low,0,T07,1
case_79,Gate In,Res.GateIn,2026-04-20 19:22:00,2026-04-20 19:22:00,2026-04-20 19:22:00,receive,5,2.0,T23,0,1,low,0.8504,1.83,1,30.33,6.5,top_3,0.41,0,0.5204,0.6608,1.67,34.33,0.5508,1.0,high,0,T23,1
case_80,Gate In,Res.GateIn,2026-04-20 19:22:00,2026-04-20 19:22:00,2026-04-20 19:22:00,mixed,13,10.0,T11,0,1,very_high,0.8649,12.65,1,138.7,10.7,mid,0.4174,1,0.54,0.6326,15.55,156.6,0.5774,1.0,medium,0,T11,2
case_81,Gate In,Res.GateIn,2026-04-20 19:22:00,2026-04-20 19:22:00,2026-04-20 19:22:00,delivery,4,6.0,T21,0,0,high,0.8539,10.1,1,147.3,35.15,mid,0.42,1,0.5261,0.6122,18.85,191.3,0.5661,1.0,medium,0,T21,1
case_8,Gate Out,Res.GateOut,2026-04-20 19:14:00,2026-04-20 19:23:00,2026-04-20 19:23:00,receive,5,,VC,0,1,very_high,0.8727,31.83,1,136.08,39.17,non_rmg,0.47,0,0.6127,0.47,31.83,196.83,0.6327,1.0,low,0,VC,1
case_27,Gate Out,Res.GateOut,2026-04-20 19:00:00,2026-04-20 19:23:00,2026-04-20 19:23:00,receive,7,,VC,0,1,very_high,0.87,14.9,1,67.33,26.03,non_rmg,0.47,0,0.61,0.47,14.9,94.23,0.63,1.0,low,0,VC,1
case_28,Gate Out,Res.GateOut,2026-04-20 19:16:00,2026-04-20 19:23:00,2026-04-20 19:23:00,receive,10,7.0,T10,0,2,low,0.87,1.95,2,21.35,6.0,mid,0.4784,0,0.61,0.6916,2.95,28.65,0.63,1.0,high,0,T10,2
case_58,Gate Out,Res.GateOut,2026-04-20 19:14:00,2026-04-20 19:23:00,2026-04-20 19:23:00,delivery,3,,VC,0,0,very_high,0.75,47.63,1,135.0,23.97,non_rmg,0.3936,1,0.6,0.3936,47.63,168.03,0.59,1.0,low,0,VC,1
case_62,Gate Out,Res.GateOut,2026-04-20 19:16:00,2026-04-20 19:23:00,2026-04-20 19:23:00,delivery,3,21.0,T08,0,0,medium,0.8062,6.7,1,80.25,16.9,low,0.5048,1,0.6124,0.4462,16.05,92.55,0.6286,1.0,low,0,T08,1
case_82,Gate In,Res.GateIn,2026-04-20 19:23:00,2026-04-20 19:23:00,2026-04-20 19:23:00,delivery,3,5.0,T21,0,0,low,0.8595,2.35,1,18.32,7.7,mid,0.41,1,0.5295,0.6584,2.22,20.4,0.5689,0.0,high,0,T21,1
case_81,HO2_delivery,HO2,2026-04-20 19:22:00,2026-04-20 19:23:00,2026-04-20 19:29:00,delivery,4,6.0,T21,0,0,high,0.8539,10.1,1,147.3,35.15,mid,0.42,1,0.5261,0.6122,18.85,191.3,0.5661,1.0,medium,0,T21,1
case_39,Gate Out,Res.GateOut,2026-04-20 19:14:00,2026-04-20 19:24:00,2026-04-20 19:24:00,receive,7,,VC,0,1,very_high,0.83,31.0,1,145.77,23.7,non_rmg,0.58,0,0.5589,0.58,31.0,175.23,0.6089,1.0,medium,0,VC,1
