case:concept:name,concept:name,org:resource,enabled:timestamp,start:timestamp,time:timestamp,process_flow_type,visit_complexity,target_rank,target_area,has_reefer,n_receives,target_demand_bin,mt_utilization,target_demand,n_stops,rmg_demand,mt_demand,target_rank_group,vc_utilization,n_deliveries,rmg_utilization,target_utilization,vc_demand,gate_demand,gate_utilization,full_ratio,target_utilization_bin,has_hazardous,primary_target_area,n_containers
case_14435,Gate Out,Res.GateOut,2026-04-29 08:36:00,2026-04-29 08:56:00,2026-04-29 08:56:00,receive,4,,VC,0,1,very_high,0.69,17.78,1,122.22,34.13,non_rmg,0.5189,0,0.55,0.5189,17.78,163.17,0.5695,1.0,medium,0,VC,1
case_14431,Gate Out,Res.GateOut,2026-04-29 08:53:00,2026-04-29 08:56:00,2026-04-29 08:56:00,receive,5,9.0,T24,0,1,low,0.9,1.87,1,29.53,5.27,mid,0.45,0,0.5743,0.6715,1.0,32.2,0.6072,1.0,high,0,T24,1
case_14451,Gate Out,Res.GateOut,2026-04-29 08:53:00,2026-04-29 08:56:00,2026-04-29 08:56:00,receive,4,14.0,T08,0,1,medium,0.87,4.6,1,33.3,4.3,low,0.4728,0,0.61,0.4672,6.6,36.2,0.63,1.0,low,0,T08,1
case_14478,RMG_delivery,T12,2026-04-29 08:54:00,2026-04-29 08:57:00,2026-04-29 09:07:00,delivery,4,7.0,T12,0,0,medium,0.86,6.95,1,119.3,35.73,mid,0.42,1,0.52,0.58,10.27,150.75,0.56,1.0,medium,0,T12,1
case_14483,RMG_receive,T24,2026-04-29 08:56:00,2026-04-29 08:57:00,2026-04-29 09:10:00,receive,5,5.0,T24,0,1,low,0.8401,4.03,1,97.03,16.0,mid,0.4799,0,0.5798,0.6298,15.93,123.93,0.6099,1.0,medium,0,T24,1
case_14485,Gate In,Res.GateIn,2026-04-29 08:57:00,2026-04-29 08:57:00,2026-04-29 08:57:00,receive,4,14.0,T10,0,1,very_high,0.7775,10.95,1,131.07,24.1,low,0.5651,0,0.5925,0.5651,32.15,178.7,0.6225,1.0,medium,0,T10,1
case_14484,RMG_mixed,T10,2026-04-29 08:56:00,2026-04-29 08:57:00,2026-04-29 09:06:00,mixed,14,10.0,T10,0,1,high,0.9,7.75,1,136.5,23.85,mid,0.4671,2,0.58,0.65,35.25,172.85,0.6157,0.333,high,1,T10,3
case_14486,Gate In,Res.GateIn,2026-04-29 08:57:00,2026-04-29 08:57:00,2026-04-29 08:57:00,receive,4,,VC,0,1,low,0.8951,2.97,1,11.9,7.97,non_rmg,0.4451,0,0.56,0.4451,2.97,20.87,0.6,1.0,low,0,VC,1
case_14444,Gate Out,Res.GateOut,2026-04-29 08:46:00,2026-04-29 08:57:00,2026-04-29 08:57:00,receive,5,14.0,T10,0,1,medium,0.8587,6.9,1,170.35,9.45,low,0.4144,0,0.54,0.5744,14.8,177.32,0.5744,1.0,medium,0,T10,1
case_14448,Gate Out,Res.GateOut,2026-04-29 08:43:00,2026-04-29 08:57:00,2026-04-29 08:57:00,receive,5,1.0,T16,0,1,low,0.8068,3.4,1,75.8,17.8,top_3,0.507,0,0.6135,0.7438,17.6,99.6,0.6302,1.0,very_high,0,T16,1
case_14482,RMG_receive,T11,2026-04-29 08:55:00,2026-04-29 08:58:00,2026-04-29 09:03:00,receive,5,11.0,T11,0,1,low,0.8592,3.67,1,117.0,29.0,low,0.42,0,0.5392,0.58,14.0,143.33,0.5792,1.0,medium,0,T11,1
case_14487,Gate In,Res.GateIn,2026-04-29 08:58:00,2026-04-29 08:58:00,2026-04-29 08:58:00,delivery,2,,MT,0,0,very_high,0.8698,27.9,1,133.3,27.9,non_rmg,0.49,1,0.6149,0.8698,28.0,166.8,0.6349,0.0,very_high,0,MT,1
case_14488,Gate In,Res.GateIn,2026-04-29 08:58:00,2026-04-29 08:58:00,2026-04-29 08:58:00,receive,5,2.0,T22,0,1,low,0.8871,1.0,1,30.67,11.33,top_3,0.44,0,0.5729,0.7329,3.67,36.83,0.6029,1.0,very_high,0,T22,1
case_14393,Gate Out,Res.GateOut,2026-04-29 08:19:00,2026-04-29 08:58:00,2026-04-29 08:58:00,mixed,13,,VC,0,1,high,0.8542,7.67,1,138.0,29.67,non_rmg,0.42,1,0.5342,0.42,7.67,161.0,0.5742,1.0,low,1,VC,2
case_14441,RMG_receive,T20,2026-04-29 08:29:00,2026-04-29 08:58:00,2026-04-29 09:01:00,receive,4,7.0,T20,0,1,high,0.75,8.25,1,131.15,28.85,mid,0.4082,0,0.6,0.71,45.9,169.3,0.5991,1.0,high,0,T20,1
case_14469,RMG_delivery,T17,2026-04-29 08:50:00,2026-04-29 08:59:00,2026-04-29 10:08:00,delivery,3,7.0,T17,0,0,high,0.78,7.2,1,135.2,0.0,mid,0.4752,1,0.52,0.6918,34.9,170.9,0.56,1.0,high,0,T17,1
case_14489,Gate In,Res.GateIn,2026-04-29 08:59:00,2026-04-29 08:59:00,2026-04-29 08:59:00,receive,4,4.0,T22,0,1,high,0.7805,7.78,1,116.22,32.25,mid,0.5611,0,0.59,0.7605,35.4,166.53,0.62,1.0,very_high,0,T22,1
case_14488,RMG_receive,T22,2026-04-29 08:58:00,2026-04-29 08:59:00,2026-04-29 09:14:00,receive,5,2.0,T22,0,1,low,0.8871,1.0,1,30.67,11.33,top_3,0.44,0,0.5729,0.7329,3.67,36.83,0.6029,1.0,very_high,0,T22,1
case_14490,Gate In,Res.GateIn,2026-04-29 08:59:00,2026-04-29 08:59:00,2026-04-29 08:59:00,delivery,4,8.0,T17,0,0,very_high,0.9,12.1,1,138.3,19.8,mid,0.4796,1,0.58,0.6798,29.9,166.9,0.6199,1.0,high,0,T17,1
case_14432,Gate Out,Res.GateOut,2026-04-29 08:49:00,2026-04-29 08:59:00,2026-04-29 08:59:00,receive,5,8.0,T14,0,1,high,0.83,9.57,1,146.07,19.43,mid,0.58,0,0.5534,0.7366,23.97,176.03,0.6034,1.0,very_high,0,T14,1
case_14453,Gate Out,Res.GateOut,2026-04-29 08:52:00,2026-04-29 09:00:00,2026-04-29 09:00:00,receive,5,6.0,T26,0,1,low,0.7043,4.13,1,41.07,4.8,mid,0.4678,0,0.58,0.6368,8.87,56.67,0.5811,1.0,medium,0,T26,1
case_14491,Gate In,Res.GateIn,2026-04-29 09:00:00,2026-04-29 09:00:00,2026-04-29 09:00:00,receive,4,8.0,T16,0,1,high,0.84,7.93,1,119.0,37.53,mid,0.3588,0,0.5112,0.6435,19.87,174.67,0.54,1.0,high,0,T16,1
case_14434,Gate Out,Res.GateOut,2026-04-29 08:37:00,2026-04-29 09:00:00,2026-04-29 09:00:00,receive,4,15.0,T07,0,1,high,0.91,9.28,1,128.47,7.15,low,0.4118,0,0.5518,0.5318,15.45,145.33,0.5918,1.0,medium,0,T07,1
case_14466,Gate Out,Res.GateOut,2026-04-29 08:55:00,2026-04-29 09:01:00,2026-04-29 09:01:00,delivery,3,,MT,0,0,very_high,0.804,11.93,1,24.17,11.93,non_rmg,0.406,1,0.56,0.804,3.38,33.55,0.576,0.0,very_high,0,MT,1
case_14479,RMG_receive,T14,2026-04-29 08:54:00,2026-04-29 09:01:00,2026-04-29 09:20:00,receive,4,10.0,T14,0,1,low,0.8648,3.5,1,114.8,52.1,mid,0.4452,0,0.58,0.6652,14.1,161.3,0.61,1.0,high,0,T14,1
case_14480,RMG_delivery,T24,2026-04-29 08:54:00,2026-04-29 09:01:00,2026-04-29 09:04:00,delivery,5,5.0,T24,0,0,low,0.7516,4.3,1,106.3,28.3,mid,0.4149,1,0.6016,0.74,24.3,137.9,0.6,1.0,very_high,1,T24,1
case_14492,Gate In,Res.GateIn,2026-04-29 09:01:00,2026-04-29 09:01:00,2026-04-29 09:01:00,mixed,10,3.0,T23,0,1,medium,0.87,5.35,2,90.98,27.52,top_3,0.4662,1,0.62,0.7638,15.68,124.95,0.63,0.5,very_high,0,T23,2
case_14493,Gate In,Res.GateIn,2026-04-29 09:02:00,2026-04-29 09:02:00,2026-04-29 09:02:00,receive,4,8.0,T16,0,1,medium,0.86,6.05,1,102.27,13.68,mid,0.3766,0,0.5833,0.6666,1.37,107.53,0.5933,1.0,high,0,T16,1
case_14491,RMG_receive,T16,2026-04-29 09:00:00,2026-04-29 09:02:00,2026-04-29 09:15:00,receive,4,8.0,T16,0,1,high,0.84,7.93,1,119.0,37.53,mid,0.3588,0,0.5112,0.6435,19.87,174.67,0.54,1.0,high,0,T16,1
case_14494,Gate In,Res.GateIn,2026-04-29 09:02:00,2026-04-29 09:02:00,2026-04-29 09:02:00,delivery,3,,VC,0,0,very_high,0.7276,13.1,1,61.87,20.97,non_rmg,0.4562,1,0.58,0.4562,13.1,94.48,0.5869,1.0,low,0,VC,1
case_14458,LL_delivery,LL,2026-04-29 08:46:00,2026-04-29 09:03:00,2026-04-29 09:07:00,delivery,3,,MT,0,0,very_high,0.7578,26.75,1,106.15,26.75,non_rmg,0.4839,1,0.53,0.7578,37.05,125.3,0.5639,1.0,very_high,0,MT,1
case_14460,RMG_delivery,T13,2026-04-29 08:46:00,2026-04-29 09:03:00,2026-04-29 09:12:00,delivery,3,,VC,0,0,very_high,0.838,31.1,1,139.07,6.28,non_rmg,0.3941,1,0.59,0.3941,31.1,156.27,0.6,1.0,low,0,VC,1
case_14461,Gate Out,Res.GateOut,2026-04-29 08:58:00,2026-04-29 09:03:00,2026-04-29 09:03:00,delivery,3,6.0,T11,0,0,high,0.8158,10.7,1,130.5,8.3,mid,0.4,1,0.4929,0.5886,15.5,160.0,0.5329,1.0,medium,0,T11,1
case_14477,RMG_receive,T25,2026-04-29 09:01:00,2026-04-29 09:03:00,2026-04-29 09:18:00,mixed,11,9.0,T25,1,1,high,0.7649,8.88,2,123.2,30.73,mid,0.44,1,0.6025,0.6525,20.9,156.48,0.6,0.5,high,0,T25,2
case_14495,Gate In,Res.GateIn,2026-04-29 09:03:00,2026-04-29 09:03:00,2026-04-29 09:03:00,receive,4,17.0,T06,0,1,low,0.8534,1.37,1,29.63,9.1,low,0.49,0,0.6166,0.4498,3.0,35.0,0.63,1.0,low,0,T06,1
case_14494,HO2_receive,HO2,2026-04-29 09:02:00,2026-04-29 09:03:00,2026-04-29 09:11:00,delivery,3,,VC,0,0,very_high,0.7276,13.1,1,61.87,20.97,non_rmg,0.4562,1,0.58,0.4562,13.1,94.48,0.5869,1.0,low,0,VC,1
case_14485,RMG_receive,T10,2026-04-29 08:57:00,2026-04-29 09:04:00,2026-04-29 09:08:00,receive,4,14.0,T10,0,1,very_high,0.7775,10.95,1,131.07,24.1,low,0.5651,0,0.5925,0.5651,32.15,178.7,0.6225,1.0,medium,0,T10,1
case_14487,LL_delivery,LL,2026-04-29 08:58:00,2026-04-29 09:04:00,2026-04-29 09:15:00,delivery,2,,MT,0,0,very_high,0.8698,27.9,1,133.3,27.9,non_rmg,0.49,1,0.6149,0.8698,28.0,166.8,0.6349,0.0,very_high,0,MT,1
case_14496,Gate In,Res.GateIn,2026-04-29 09:04:00,2026-04-29 09:04:00,2026-04-29 09:04:00,receive,4,8.0,T19,0,1,low,0.75,4.17,1,118.42,20.67,mid,0.3952,0,0.6,0.6952,37.75,156.17,0.59,1.0,high,0,T19,1
case_14497,Gate In,Res.GateIn,2026-04-29 09:04:00,2026-04-29 09:04:00,2026-04-29 09:04:00,delivery,5,8.0,T20,0,0,low,0.749,3.92,1,120.33,25.25,mid,0.401,1,0.599,0.7021,24.58,165.5,0.59,1.0,high,1,T20,1
case_14424,Gate Out,Res.GateOut,2026-04-29 08:54:00,2026-04-29 09:04:00,2026-04-29 09:04:00,receive,4,10.0,T14,0,1,high,0.81,7.12,1,135.48,22.28,mid,0.4072,0,0.5228,0.5728,15.63,163.82,0.5528,1.0,medium,0,T14,1
case_14474,RMG_receive,T10,2026-04-29 08:52:00,2026-04-29 09:05:00,2026-04-29 09:13:00,receive,4,12.0,T10,0,1,very_high,0.82,11.42,1,139.03,26.42,low,0.53,0,0.63,0.6878,19.35,192.33,0.64,0.0,high,0,T10,1
case_14498,Gate In,Res.GateIn,2026-04-29 09:05:00,2026-04-29 09:05:00,2026-04-29 09:05:00,delivery,4,11.0,T11,0,0,high,0.874,8.58,1,85.92,21.67,low,0.357,1,0.4809,0.5349,11.67,114.75,0.5309,1.0,medium,0,T11,1
case_14442,Gate Out,Res.GateOut,2026-04-29 08:49:00,2026-04-29 09:05:00,2026-04-29 09:05:00,receive,4,9.0,T16,0,1,medium,0.9164,6.4,1,113.73,5.57,mid,0.4728,0,0.5836,0.6636,33.63,144.77,0.62,1.0,high,0,T16,1
case_14459,Gate Out,Res.GateOut,2026-04-29 08:57:00,2026-04-29 09:06:00,2026-04-29 09:06:00,receive,4,1.0,T21,0,1,medium,0.8843,6.13,1,85.2,6.4,top_3,0.4272,0,0.5472,0.6772,20.2,105.13,0.5872,1.0,high,0,T21,1
case_14462,Gate Out,Res.GateOut,2026-04-29 08:53:00,2026-04-29 09:06:00,2026-04-29 09:06:00,delivery,3,,MT,0,0,very_high,0.8655,48.2,1,116.0,48.2,non_rmg,0.4445,2,0.58,0.8655,14.6,162.0,0.61,0.0,very_high,0,MT,2
case_14492,LL_delivery,LL,2026-04-29 09:01:00,2026-04-29 09:06:00,2026-04-29 09:11:00,mixed,10,3.0,T23,0,1,medium,0.87,5.35,2,90.98,27.52,top_3,0.4662,1,0.62,0.7638,15.68,124.95,0.63,0.5,very_high,0,T23,2
case_14499,Gate In,Res.GateIn,2026-04-29 09:06:00,2026-04-29 09:06:00,2026-04-29 09:06:00,receive,4,17.0,T08,0,1,high,0.7799,7.05,1,136.75,26.75,low,0.4499,0,0.5901,0.4301,48.3,183.8,0.6,1.0,low,0,T08,1
case_14500,Gate In,Res.GateIn,2026-04-29 09:06:00,2026-04-29 09:06:00,2026-04-29 09:06:00,receive,4,2.0,T24,0,1,medium,0.7815,5.92,1,125.05,29.47,top_3,0.4515,0,0.59,0.7315,33.58,164.65,0.6,1.0,very_high,0,T24,1
case_14464,Gate Out,Res.GateOut,2026-04-29 08:57:00,2026-04-29 09:07:00,2026-04-29 09:07:00,receive,5,1.0,T18,0,1,low,0.75,2.0,1,119.67,22.67,top_3,0.3958,0,0.6,0.7475,37.0,159.67,0.59,1.0,very_high,0,T18,1
case_14501,Gate In,Res.GateIn,2026-04-29 09:07:00,2026-04-29 09:07:00,2026-04-29 09:07:00,mixed,9,7.0,T25,0,1,medium,0.7868,4.57,2,122.78,22.87,mid,0.5736,1,0.59,0.71,21.98,167.5,0.62,0.5,high,0,T25,2
case_14502,Gate In,Res.GateIn,2026-04-29 09:07:00,2026-04-29 09:07:00,2026-04-29 09:07:00,receive,4,10.0,T11,0,1,low,0.9251,1.93,1,12.87,4.67,mid,0.42,0,0.5702,0.6751,0.33,14.0,0.6051,1.0,high,0,T11,1
case_14503,Gate In,Res.GateIn,2026-04-29 09:07:00,2026-04-29 09:07:00,2026-04-29 09:07:00,receive,5,15.0,T09,0,1,medium,0.734,5.15,1,138.45,28.52,low,0.416,0,0.534,0.4321,33.47,172.4,0.544,1.0,low,0,T09,1
case_14406,Gate Out,Res.GateOut,2026-04-29 08:33:00,2026-04-29 09:07:00,2026-04-29 09:07:00,receive,4,6.0,T14,0,1,low,0.8509,3.37,1,123.75,13.27,mid,0.48,0,0.5805,0.7,21.1,148.03,0.6105,1.0,high,0,T14,1
case_14503,RMG_receive,T09,2026-04-29 09:07:00,2026-04-29 09:08:00,2026-04-29 09:15:00,receive,5,15.0,T09,0,1,medium,0.734,5.15,1,138.45,28.52,low,0.416,0,0.534,0.4321,33.47,172.4,0.544,1.0,low,0,T09,1
case_14472,Gate Out,Res.GateOut,2026-04-29 09:01:00,2026-04-29 09:09:00,2026-04-29 09:09:00,receive,4,9.0,T16,0,1,medium,0.9008,6.58,1,120.6,5.63,mid,0.4508,0,0.5808,0.67,30.53,142.3,0.6108,0.0,high,0,T16,1
case_14484,Gate Out,Res.GateOut,2026-04-29 09:06:00,2026-04-29 09:09:00,2026-04-29 09:09:00,mixed,14,10.0,T10,0,1,high,0.9,7.75,1,136.5,23.85,mid,0.4671,2,0.58,0.65,35.25,172.85,0.6157,0.333,high,1,T10,3
case_14493,RMG_receive,T16,2026-04-29 09:02:00,2026-04-29 09:09:00,2026-04-29 09:12:00,receive,4,8.0,T16,0,1,medium,0.86,6.05,1,102.27,13.68,mid,0.3766,0,0.5833,0.6666,1.37,107.53,0.5933,1.0,high,0,T16,1
case_14496,RMG_receive,T19,2026-04-29 09:04:00,2026-04-29 09:09:00,2026-04-29 09:31:00,receive,4,8.0,T19,0,1,low,0.75,4.17,1,118.42,20.67,mid,0.3952,0,0.6,0.6952,37.75,156.17,0.59,1.0,high,0,T19,1
case_14502,RMG_receive,T11,2026-04-29 09:07:00,2026-04-29 09:09:00,2026-04-29 09:17:00,receive,4,10.0,T11,0,1,low,0.9251,1.93,1,12.87,4.67,mid,0.42,0,0.5702,0.6751,0.33,14.0,0.6051,1.0,high,0,T11,1
case_14504,Gate In,Res.GateIn,2026-04-29 09:09:00,2026-04-29 09:09:00,2026-04-29 09:09:00,delivery,4,13.0,T08,0,0,very_high,0.7855,11.57,1,138.28,20.87,low,0.5711,1,0.59,0.56,25.48,182.5,0.62,1.0,medium,0,T08,1
case_14505,Gate In,Res.GateIn,2026-04-29 09:09:00,2026-04-29 09:09:00,2026-04-29 09:09:00,mixed,11,12.0,T17,0,1,medium,0.8604,5.55,1,121.65,40.6,low,0.4496,2,0.58,0.6496,24.35,178.45,0.61,0.333,high,0,T17,3
case_14439,Gate Out,Res.GateOut,2026-04-29 08:48:00,2026-04-29 09:09:00,2026-04-29 09:09:00,receive,4,7.0,T18,0,1,medium,0.86,5.3,1,94.0,12.5,mid,0.39,0,0.59,0.7122,13.4,119.8,0.6,1.0,high,0,T18,1
case_14490,RMG_delivery,T17,2026-04-29 08:59:00,2026-04-29 09:10:00,2026-04-29 09:15:00,delivery,4,8.0,T17,0,0,very_high,0.9,12.1,1,138.3,19.8,mid,0.4796,1,0.58,0.6798,29.9,166.9,0.6199,1.0,high,0,T17,1
case_14497,RMG_delivery,T20,2026-04-29 09:04:00,2026-04-29 09:10:00,2026-04-29 09:21:00,delivery,5,8.0,T20,0,0,low,0.749,3.92,1,120.33,25.25,mid,0.401,1,0.599,0.7021,24.58,165.5,0.59,1.0,high,1,T20,1
case_14501,LL_delivery,LL,2026-04-29 09:07:00,2026-04-29 09:10:00,2026-04-29 09:30:00,mixed,9,7.0,T25,0,1,medium,0.7868,4.57,2,122.78,22.87,mid,0.5736,1,0.59,0.71,21.98,167.5,0.62,0.5,high,0,T25,2
case_14506,Gate In,Res.GateIn,2026-04-29 09:10:00,2026-04-29 09:10:00,2026-04-29 09:10:00,delivery,3,14.0,T13,0,0,very_high,0.8831,12.53,1,153.33,38.03,low,0.3731,1,0.5231,0.55,24.23,197.07,0.5631,1.0,medium,0,T13,1
case_14507,Gate In,Res.GateIn,2026-04-29 09:10:00,2026-04-29 09:10:00,2026-04-29 09:10:00,receive,4,,VC,0,1,very_high,0.8695,17.78,1,114.68,41.53,non_rmg,0.4405,0,0.58,0.4405,17.78,162.87,0.61,1.0,low,0,VC,1
case_14508,Gate In,Res.GateIn,2026-04-29 09:10:00,2026-04-29 09:10:00,2026-04-29 09:10:00,delivery,3,,MT,0,0,very_high,0.8558,11.67,1,31.33,11.67,non_rmg,0.49,1,0.6142,0.8558,2.33,39.33,0.63,0.0,very_high,0,MT,1
case_14452,Gate Out,Res.GateOut,2026-04-29 09:04:00,2026-04-29 09:11:00,2026-04-29 09:11:00,delivery,3,9.0,T27,0,0,very_high,0.7425,11.0,1,115.0,23.5,mid,0.4762,2,0.53,0.5969,37.5,174.0,0.5562,0.0,medium,0,T27,2
case_14509,Gate In,Res.GateIn,2026-04-29 09:11:00,2026-04-29 09:11:00,2026-04-29 09:11:00,receive,4,2.0,T22,0,1,low,0.8929,1.5,1,42.83,7.33,top_3,0.4429,0,0.58,0.7271,14.5,63.33,0.61,1.0,very_high,0,T22,1
case_14510,Gate In,Res.GateIn,2026-04-29 09:11:00,2026-04-29 09:11:00,2026-04-29 09:11:00,delivery,3,19.0,T11,0,0,high,0.7989,8.22,1,125.8,28.25,low,0.58,1,0.5811,0.3466,36.75,163.73,0.6155,0.0,low,0,T11,1
case_14511,Gate In,Res.GateIn,2026-04-29 09:11:00,2026-04-29 09:11:00,2026-04-29 09:11:00,delivery,4,9.0,T16,0,0,high,0.91,8.0,1,151.8,12.3,mid,0.42,1,0.56,0.6561,14.83,171.97,0.6,1.0,high,0,T16,1
case_14455,Gate Out,Res.GateOut,2026-04-29 09:02:00,2026-04-29 09:12:00,2026-04-29 09:12:00,receive,8,6.0,T13,0,2,high,0.8634,10.0,1,111.1,7.1,mid,0.4167,0,0.54,0.6434,10.15,115.8,0.5767,1.0,high,0,T13,2
case_14504,RMG_delivery,T08,2026-04-29 09:09:00,2026-04-29 09:12:00,2026-04-29 09:15:00,delivery,4,13.0,T08,0,0,very_high,0.7855,11.57,1,138.28,20.87,low,0.5711,1,0.59,0.56,25.48,182.5,0.62,1.0,medium,0,T08,1
case_14506,RMG_delivery,T13,2026-04-29 09:10:00,2026-04-29 09:12:00,2026-04-29 09:15:00,delivery,3,14.0,T13,0,0,very_high,0.8831,12.53,1,153.33,38.03,low,0.3731,1,0.5231,0.55,24.23,197.07,0.5631,1.0,medium,0,T13,1
case_14507,HO2_receive,HO2,2026-04-29 09:10:00,2026-04-29 09:12:00,2026-04-29 09:27:00,receive,4,,VC,0,1,very_high,0.8695,17.78,1,114.68,41.53,non_rmg,0.4405,0,0.58,0.4405,17.78,162.87,0.61,1.0,low,0,VC,1
case_14465,Gate Out,Res.GateOut,2026-04-29 09:08:00,2026-04-29 09:13:00,2026-04-29 09:13:00,mixed,12,9.0,T27,0,1,low,0.7312,3.0,1,98.67,23.7,mid,0.4706,1,0.53,0.5997,44.23,154.33,0.5506,1.0,medium,0,T27,2
case_14473,Gate Out,Res.GateOut,2026-04-29 08:54:00,2026-04-29 09:13:00,2026-04-29 09:13:00,delivery,4,,VC,0,0,very_high,0.8532,12.07,1,139.2,29.27,non_rmg,0.42,1,0.5332,0.42,12.07,156.2,0.5732,1.0,low,0,VC,1
case_14482,Gate Out,Res.GateOut,2026-04-29 09:03:00,2026-04-29 09:13:00,2026-04-29 09:13:00,receive,5,11.0,T11,0,1,low,0.8592,3.67,1,117.0,29.0,low,0.42,0,0.5392,0.58,14.0,143.33,0.5792,1.0,medium,0,T11,1
case_14493,Gate Out,Res.GateOut,2026-04-29 09:12:00,2026-04-29 09:13:00,2026-04-29 09:13:00,receive,4,8.0,T16,0,1,medium,0.86,6.05,1,102.27,13.68,mid,0.3766,0,0.5833,0.6666,1.37,107.53,0.5933,1.0,high,0,T16,1
case_14512,Gate In,Res.GateIn,2026-04-29 09:13:00,2026-04-29 09:13:00,2026-04-29 09:13:00,receive,5,6.0,T18,0,1,high,0.8708,8.2,1,128.8,28.4,mid,0.47,0,0.6108,0.73,23.9,146.7,0.6308,1.0,very_high,0,T18,1
case_14416,Gate Out,Res.GateOut,2026-04-29 09:02:00,2026-04-29 09:13:00,2026-04-29 09:13:00,receive,5,12.0,T13,0,1,low,0.8623,3.33,1,47.0,9.83,low,0.3511,0,0.4634,0.5034,9.33,56.58,0.5134,1.0,medium,0,T13,1
case_14458,Gate Out,Res.GateOut,2026-04-29 09:07:00,2026-04-29 09:14:00,2026-04-29 09:14:00,delivery,3,,MT,0,0,very_high,0.7578,26.75,1,106.15,26.75,non_rmg,0.4839,1,0.53,0.7578,37.05,125.3,0.5639,1.0,very_high,0,MT,1
case_14499,RMG_receive,T08,2026-04-29 09:06:00,2026-04-29 09:14:00,2026-04-29 09:28:00,receive,4,17.0,T08,0,1,high,0.7799,7.05,1,136.75,26.75,low,0.4499,0,0.5901,0.4301,48.3,183.8,0.6,1.0,low,0,T08,1
case_14509,RMG_receive,T22,2026-04-29 09:11:00,2026-04-29 09:14:00,2026-04-29 09:23:00,receive,4,2.0,T22,0,1,low,0.8929,1.5,1,42.83,7.33,top_3,0.4429,0,0.58,0.7271,14.5,63.33,0.61,1.0,very_high,0,T22,1
case_14513,Gate In,Res.GateIn,2026-04-29 09:14:00,2026-04-29 09:14:00,2026-04-29 09:14:00,receive,4,5.0,T21,0,1,medium,0.8665,5.83,1,121.75,39.0,mid,0.4435,0,0.58,0.7206,15.75,163.92,0.61,1.0,very_high,0,T21,1
case_14512,RMG_receive,T18,2026-04-29 09:13:00,2026-04-29 09:14:00,2026-04-29 09:21:00,receive,5,6.0,T18,0,1,high,0.8708,8.2,1,128.8,28.4,mid,0.47,0,0.6108,0.73,23.9,146.7,0.6308,1.0,very_high,0,T18,1
case_14417,Gate Out,Res.GateOut,2026-04-29 09:00:00,2026-04-29 09:14:00,2026-04-29 09:14:00,delivery,3,14.0,T13,0,0,very_high,0.8812,12.5,1,145.0,30.5,low,0.3712,1,0.5212,0.55,19.0,180.5,0.5612,1.0,medium,0,T13,1
case_14422,Gate Out,Res.GateOut,2026-04-29 08:33:00,2026-04-29 09:14:00,2026-04-29 09:14:00,receive,5,12.0,T13,0,1,low,0.8623,3.33,1,47.0,9.83,low,0.3511,0,0.4634,0.5034,9.33,56.58,0.5134,1.0,medium,0,T13,1
case_14441,Gate Out,Res.GateOut,2026-04-29 09:01:00,2026-04-29 09:14:00,2026-04-29 09:14:00,receive,4,7.0,T20,0,1,high,0.75,8.25,1,131.15,28.85,mid,0.4082,0,0.6,0.71,45.9,169.3,0.5991,1.0,high,0,T20,1
case_14485,Gate Out,Res.GateOut,2026-04-29 09:08:00,2026-04-29 09:15:00,2026-04-29 09:15:00,receive,4,14.0,T10,0,1,very_high,0.7775,10.95,1,131.07,24.1,low,0.5651,0,0.5925,0.5651,32.15,178.7,0.6225,1.0,medium,0,T10,1
case_14514,Gate In,Res.GateIn,2026-04-29 09:15:00,2026-04-29 09:15:00,2026-04-29 09:15:00,delivery,3,,MT,0,0,very_high,0.87,27.4,1,81.0,27.4,non_rmg,0.466,1,0.63,0.87,23.0,126.2,0.64,0.0,very_high,0,MT,1
case_14467,RMG_receive,T08,2026-04-29 09:03:00,2026-04-29 09:16:00,2026-04-29 09:27:00,mixed,9,17.0,T08,0,1,low,0.69,3.02,2,110.22,26.08,low,0.5101,1,0.55,0.4299,22.9,147.4,0.565,0.5,low,0,T08,2
case_14480,Gate Out,Res.GateOut,2026-04-29 09:04:00,2026-04-29 09:16:00,2026-04-29 09:16:00,delivery,5,5.0,T24,0,0,low,0.7516,4.3,1,106.3,28.3,mid,0.4149,1,0.6016,0.74,24.3,137.9,0.6,1.0,very_high,1,T24,1
case_14515,Gate In,Res.GateIn,2026-04-29 09:16:00,2026-04-29 09:16:00,2026-04-29 09:16:00,receive,4,10.0,T18,0,1,medium,0.91,7.0,1,142.0,10.0,mid,0.4175,0,0.5575,0.64,11.0,156.0,0.5975,1.0,high,0,T18,1
case_14513,RMG_receive,T21,2026-04-29 09:14:00,2026-04-29 09:16:00,2026-04-29 09:55:00,receive,4,5.0,T21,0,1,medium,0.8665,5.83,1,121.75,39.0,mid,0.4435,0,0.58,0.7206,15.75,163.92,0.61,1.0,very_high,0,T21,1
case_14468,Gate Out,Res.GateOut,2026-04-29 09:13:00,2026-04-29 09:17:00,2026-04-29 09:17:00,receive,4,,VC,0,1,very_high,0.8239,28.47,1,145.3,25.48,non_rmg,0.53,0,0.6261,0.53,28.47,175.38,0.648,1.0,medium,0,VC,1
case_14474,Gate Out,Res.GateOut,2026-04-29 09:13:00,2026-04-29 09:17:00,2026-04-29 09:17:00,receive,4,12.0,T10,0,1,very_high,0.82,11.42,1,139.03,26.42,low,0.53,0,0.63,0.6878,19.35,192.33,0.64,0.0,high,0,T10,1
