case:concept:name,concept:name,org:resource,enabled:timestamp,start:timestamp,time:timestamp,rmg_demand,target_demand,target_rank_group,target_area,full_ratio,has_reefer,rmg_utilization,target_utilization_bin,mt_utilization,gate_demand,vc_demand,n_receives,gate_utilization,n_containers,process_flow_type,n_stops,primary_target_area,target_utilization,target_demand_bin,vc_utilization,target_rank,n_deliveries,mt_demand,visit_complexity,has_hazardous
case_5768,Gate Out,Res.GateOut,2026-04-23 13:11:00,2026-04-23 13:21:00,2026-04-23 13:21:00,121.78,3.95,mid,T14,1.0,0,0.58,high,0.8417,136.9,18.68,1,0.6017,1,receive,1,T14,0.6917,low,0.48,6.0,0,12.1,4,0
case_5799,RMG_delivery,T21,2026-04-23 13:13:00,2026-04-23 13:21:00,2026-04-23 13:24:00,111.42,5.58,mid,T21,1.0,0,0.5085,high,0.8415,147.25,20.92,0,0.54,1,delivery,1,T21,0.6685,medium,0.3585,5.0,1,29.25,4,0
case_5806,HO2_receive,HO2,2026-04-23 13:19:00,2026-04-23 13:21:00,2026-04-23 13:36:00,124.6,30.93,non_rmg,VC,1.0,1,0.52,low,0.7623,166.13,30.93,1,0.5512,1,receive,1,VC,0.47,very_high,0.47,,0,18.6,7,0
case_5810,Gate In,Res.GateIn,2026-04-23 13:21:00,2026-04-23 13:21:00,2026-04-23 13:21:00,37.3,2.1,top_3,T20,1.0,0,0.4748,medium,0.7948,42.7,4.2,1,0.5148,1,receive,1,T20,0.6148,low,0.41,3.0,0,10.6,5,0
case_5810,RMG_receive,T20,2026-04-23 13:21:00,2026-04-23 13:21:00,2026-04-23 13:52:00,37.3,2.1,top_3,T20,1.0,0,0.4748,medium,0.7948,42.7,4.2,1,0.5148,1,receive,1,T20,0.6148,low,0.41,3.0,0,10.6,5,0
case_5811,Gate In,Res.GateIn,2026-04-23 13:21:00,2026-04-23 13:21:00,2026-04-23 13:21:00,134.73,3.13,mid,T25,1.0,0,0.5103,medium,0.8293,185.93,52.87,1,0.5602,1,receive,1,T25,0.62,low,0.5002,8.0,0,32.13,5,0
case_5812,Gate In,Res.GateIn,2026-04-23 13:21:00,2026-04-23 13:21:00,2026-04-23 13:21:00,112.47,6.57,top_3,T22,1.0,0,0.58,high,0.8461,147.13,16.73,0,0.6061,1,delivery,1,T22,0.7139,medium,0.48,3.0,1,14.73,4,0
case_5756,Gate Out,Res.GateOut,2026-04-23 13:14:00,2026-04-23 13:22:00,2026-04-23 13:22:00,121.0,11.0,non_rmg,VC,1.0,0,0.5,low,0.83,142.0,11.0,1,0.54,1,receive,1,VC,0.4,very_high,0.4,,0,9.0,4,0
case_5760,RMG_receive,T17,2026-04-23 12:34:00,2026-04-23 13:22:00,2026-04-23 13:33:00,131.22,5.55,mid,T17,1.0,0,0.632,very_high,0.818,195.43,32.83,1,0.65,1,receive,1,T17,0.76,medium,0.53,7.0,0,28.98,5,0
case_5796,RMG_receive,T27,2026-04-23 13:12:00,2026-04-23 13:22:00,2026-04-23 13:27:00,59.33,2.17,low,T27,1.0,0,0.55,medium,0.7496,65.33,4.33,1,0.56,1,receive,1,T27,0.5896,low,0.4,11.0,0,20.17,5,0
case_5801,RMG_receive,T07,2026-04-23 13:15:00,2026-04-23 13:22:00,2026-04-23 13:38:00,111.4,7.6,low,T07,1.0,0,0.61,medium,0.836,114.6,31.2,1,0.636,1,receive,1,T07,0.544,high,0.526,11.0,0,0.0,4,0
case_5785,Gate Out,Res.GateOut,2026-04-23 13:15:00,2026-04-23 13:23:00,2026-04-23 13:23:00,101.8,5.8,mid,T21,1.0,0,0.6022,very_high,0.7522,119.4,24.8,0,0.6,1,delivery,1,T21,0.75,medium,0.4168,4.0,1,28.8,5,1
case_5793,RMG_delivery,T18,2026-04-23 13:11:00,2026-04-23 13:23:00,2026-04-23 13:28:00,72.8,3.72,mid,T18,0.0,0,0.5764,high,0.8164,77.37,7.55,0,0.5864,1,delivery,1,T18,0.7064,low,0.4032,7.0,1,5.72,3,0
case_5809,HO2_delivery,HO2,2026-04-23 13:20:00,2026-04-23 13:23:00,2026-04-23 13:29:00,125.65,30.23,non_rmg,VC,1.0,1,0.52,low,0.7606,162.28,30.23,0,0.5503,1,delivery,1,VC,0.47,very_high,0.47,,1,19.65,6,0
case_5808,RMG_receive,T21,2026-04-23 13:20:00,2026-04-23 13:24:00,2026-04-23 13:32:00,112.05,7.88,top_3,T21,1.0,0,0.6203,very_high,0.8797,158.3,25.0,1,0.64,1,receive,1,T21,0.78,high,0.47,1.0,0,31.65,4,0
case_5813,Gate In,Res.GateIn,2026-04-23 13:24:00,2026-04-23 13:24:00,2026-04-23 13:24:00,134.97,8.8,top_3,T20,1.0,0,0.4959,medium,0.8218,161.47,10.3,1,0.5359,1,receive,1,T20,0.6341,high,0.4,1.0,0,8.53,5,0
case_5771,Gate Out,Res.GateOut,2026-04-23 13:15:00,2026-04-23 13:25:00,2026-04-23 13:25:00,72.6,23.27,non_rmg,MT,1.0,0,0.4886,very_high,0.8791,94.5,10.77,1,0.5386,1,receive,1,MT,0.8791,very_high,0.3595,,0,23.27,5,0
case_5795,Gate Out,Res.GateOut,2026-04-23 13:17:00,2026-04-23 13:25:00,2026-04-23 13:25:00,17.0,0.9,low,T12,1.0,0,0.5466,medium,0.84,18.0,1.9,1,0.5866,1,receive,1,T12,0.5866,low,0.4766,12.0,0,2.4,5,0
case_5778,Gate Out,Res.GateOut,2026-04-23 13:19:00,2026-04-23 13:26:00,2026-04-23 13:26:00,83.0,18.67,non_rmg,VC,1.0,0,0.5517,low,0.89,104.33,18.67,1,0.5917,1,receive,1,VC,0.4317,very_high,0.4317,,0,4.0,4,0
case_5814,Gate In,Res.GateIn,2026-04-23 13:26:00,2026-04-23 13:26:00,2026-04-23 13:26:00,116.7,7.7,top_3,T15,1.0,1,0.5408,high,0.74,144.3,34.7,1,0.5508,1,receive,1,T15,0.6715,high,0.4092,2.0,0,21.7,7,0
case_5814,RMG_receive,T15,2026-04-23 13:26:00,2026-04-23 13:26:00,2026-04-23 13:31:00,116.7,7.7,top_3,T15,1.0,1,0.5408,high,0.74,144.3,34.7,1,0.5508,1,receive,1,T15,0.6715,high,0.4092,2.0,0,21.7,7,0
case_5815,Gate In,Res.GateIn,2026-04-23 13:26:00,2026-04-23 13:26:00,2026-04-23 13:26:00,124.5,6.5,top_3,T22,1.0,1,0.55,high,0.8122,164.25,29.25,1,0.5678,1,receive,1,T22,0.6956,medium,0.3878,3.0,0,26.0,7,0
case_5725,Gate Out,Res.GateOut,2026-04-23 12:58:00,2026-04-23 13:27:00,2026-04-23 13:27:00,121.47,8.47,low,T10,1.0,0,0.5962,medium,0.7738,162.87,32.6,1,0.6262,1,receive,1,T10,0.5723,high,0.5723,14.0,0,24.4,5,0
case_5772,RMG_mixed,T24,2026-04-23 12:57:00,2026-04-23 13:27:00,2026-04-23 13:39:00,70.22,2.37,mid,T24,1.0,0,0.58,high,0.8942,104.67,16.05,1,0.61,2,mixed,1,T24,0.7058,low,0.4442,6.0,1,11.47,13,0
case_5787,RMG_delivery,T13,2026-04-23 13:08:00,2026-04-23 13:27:00,2026-04-23 13:35:00,16.5,12.5,non_rmg,MT,0.0,0,0.4525,very_high,0.85,24.5,1.5,0,0.5062,1,delivery,1,MT,0.85,very_high,0.34,,1,12.5,3,0
case_5816,Gate In,Res.GateIn,2026-04-23 13:27:00,2026-04-23 13:27:00,2026-04-23 13:27:00,73.58,4.9,mid,T24,1.0,0,0.5437,very_high,0.8237,82.33,23.35,1,0.5937,1,receive,1,T24,0.78,medium,0.5674,4.0,0,13.77,5,0
case_5794,RMG_receive,T08,2026-04-23 13:11:00,2026-04-23 13:28:00,2026-04-23 13:57:00,130.65,1.3,low,T08,1.0,0,0.5329,low,0.8129,148.6,12.4,1,0.56,1,receive,1,T08,0.19,low,0.3971,18.0,0,30.1,5,0
case_5803,HO2_delivery,HO2,2026-04-23 13:15:00,2026-04-23 13:28:00,2026-04-23 13:34:00,35.5,9.17,non_rmg,VC,1.0,0,0.6079,medium,0.83,37.83,9.17,0,0.63,1,delivery,1,VC,0.52,high,0.52,,1,0.0,3,0
case_5815,RMG_receive,T22,2026-04-23 13:26:00,2026-04-23 13:28:00,2026-04-23 13:34:00,124.5,6.5,top_3,T22,1.0,1,0.55,high,0.8122,164.25,29.25,1,0.5678,1,receive,1,T22,0.6956,medium,0.3878,3.0,0,26.0,7,0
case_5763,Gate Out,Res.GateOut,2026-04-23 13:27:00,2026-04-23 13:29:00,2026-04-23 13:29:00,118.73,5.93,mid,T19,1.0,0,0.6,high,0.75,170.27,29.8,1,0.5937,1,receive,1,T19,0.6937,medium,0.3973,9.0,0,24.93,4,0
case_5780,Gate Out,Res.GateOut,2026-04-23 13:19:00,2026-04-23 13:29:00,2026-04-23 13:29:00,123.3,12.38,low,T25,1.0,0,0.5869,low,0.8269,136.88,39.58,0,0.5969,1,delivery,1,T25,0.0323,very_high,0.4085,19.0,1,8.62,3,0
case_5813,RMG_receive,T20,2026-04-23 13:24:00,2026-04-23 13:29:00,2026-04-23 13:38:00,134.97,8.8,top_3,T20,1.0,0,0.4959,medium,0.8218,161.47,10.3,1,0.5359,1,receive,1,T20,0.6341,high,0.4,1.0,0,8.53,5,0
case_5800,RMG_receive,T19,2026-04-23 13:14:00,2026-04-23 13:30:00,2026-04-23 13:50:00,63.62,1.48,top_3,T19,1.0,0,0.5838,high,0.7476,99.58,10.52,1,0.59,1,receive,1,T19,0.6676,low,0.4538,3.0,0,17.38,4,0
case_5812,RMG_delivery,T22,2026-04-23 13:21:00,2026-04-23 13:30:00,2026-04-23 13:32:00,112.47,6.57,top_3,T22,1.0,0,0.58,high,0.8461,147.13,16.73,0,0.6061,1,delivery,1,T22,0.7139,medium,0.48,3.0,1,14.73,4,0
case_5774,Gate Out,Res.GateOut,2026-04-23 13:16:00,2026-04-23 13:31:00,2026-04-23 13:31:00,34.93,2.3,mid,T09,1.0,0,0.62,very_high,0.8714,45.4,7.03,1,0.6314,1,receive,1,T09,0.7186,low,0.46,9.0,0,11.73,5,0
case_5777,Gate Out,Res.GateOut,2026-04-23 13:21:00,2026-04-23 13:31:00,2026-04-23 13:31:00,114.43,5.0,low,T09,1.0,1,0.5494,low,0.69,152.58,21.65,0,0.5597,1,delivery,1,T09,0.4491,medium,0.4997,16.0,1,31.28,6,0
case_5783,RMG_delivery,T13,2026-04-23 13:06:00,2026-04-23 13:31:00,2026-04-23 13:34:00,92.4,17.9,non_rmg,MT,0.0,0,0.5074,very_high,0.8326,120.2,36.65,0,0.56,1,delivery,1,MT,0.8326,very_high,0.5,,1,17.9,3,0
case_5788,Gate Out,Res.GateOut,2026-04-23 13:25:00,2026-04-23 13:31:00,2026-04-23 13:31:00,124.25,3.37,top_3,T23,1.0,0,0.5059,high,0.8359,145.72,17.37,1,0.543,1,receive,1,T23,0.6389,low,0.403,1.0,0,10.63,5,0
case_5792,Gate Out,Res.GateOut,2026-04-23 13:24:00,2026-04-23 13:31:00,2026-04-23 13:31:00,136.7,9.35,mid,T16,1.0,0,0.45,medium,0.87,166.15,28.15,1,0.5011,1,receive,1,T16,0.5211,high,0.35,8.0,0,17.8,4,0
case_5797,Gate Out,Res.GateOut,2026-04-23 13:18:00,2026-04-23 13:31:00,2026-04-23 13:31:00,72.33,4.3,low,T13,1.0,0,0.5519,medium,0.8581,98.13,10.93,0,0.5919,1,delivery,1,T13,0.55,low,0.47,12.0,1,14.3,3,0
case_5816,RMG_receive,T24,2026-04-23 13:27:00,2026-04-23 13:31:00,2026-04-23 13:41:00,73.58,4.9,mid,T24,1.0,0,0.5437,very_high,0.8237,82.33,23.35,1,0.5937,1,receive,1,T24,0.78,medium,0.5674,4.0,0,13.77,5,0
case_5782,Gate Out,Res.GateOut,2026-04-23 13:17:00,2026-04-23 13:32:00,2026-04-23 13:32:00,91.87,5.2,mid,T17,1.0,0,0.5368,medium,0.86,90.4,6.4,1,0.5768,1,receive,1,T17,0.6068,medium,0.42,7.0,0,13.0,4,0
case_5776,Gate Out,Res.GateOut,2026-04-23 13:17:00,2026-04-23 13:33:00,2026-04-23 13:33:00,65.5,3.25,low,T27,1.0,0,0.5712,medium,0.9044,72.5,8.25,1,0.6156,2,mixed,1,T27,0.6156,low,0.48,14.0,1,14.0,13,0
case_5786,Gate Out,Res.GateOut,2026-04-23 13:21:00,2026-04-23 13:33:00,2026-04-23 13:33:00,137.75,10.02,top_3,T20,1.0,0,0.5868,very_high,0.9068,158.38,27.58,0,0.6168,1,delivery,1,T20,0.7268,high,0.4568,3.0,1,7.85,4,0
case_5805,Gate Out,Res.GateOut,2026-04-23 13:21:00,2026-04-23 13:33:00,2026-04-23 13:33:00,62.2,4.1,mid,T15,1.0,0,0.62,very_high,0.87,58.3,7.5,0,0.63,1,delivery,1,T15,0.73,low,0.4618,6.0,1,13.3,3,0
case_5811,RMG_receive,T25,2026-04-23 13:21:00,2026-04-23 13:33:00,2026-04-23 13:47:00,134.73,3.13,mid,T25,1.0,0,0.5103,medium,0.8293,185.93,52.87,1,0.5602,1,receive,1,T25,0.62,low,0.5002,8.0,0,32.13,5,0
case_5812,Gate Out,Res.GateOut,2026-04-23 13:32:00,2026-04-23 13:33:00,2026-04-23 13:33:00,112.47,6.57,top_3,T22,1.0,0,0.58,high,0.8461,147.13,16.73,0,0.6061,1,delivery,1,T22,0.7139,medium,0.48,3.0,1,14.73,4,0
case_5817,Gate In,Res.GateIn,2026-04-23 13:33:00,2026-04-23 13:33:00,2026-04-23 13:33:00,106.4,5.0,top_3,T21,1.0,0,0.5305,high,0.8105,142.4,19.4,0,0.56,1,delivery,1,T21,0.6505,medium,0.3995,1.0,1,30.2,4,0
case_5817,RMG_delivery,T21,2026-04-23 13:33:00,2026-04-23 13:33:00,2026-04-23 13:39:00,106.4,5.0,top_3,T21,1.0,0,0.5305,high,0.8105,142.4,19.4,0,0.56,1,delivery,1,T21,0.6505,medium,0.3995,1.0,1,30.2,4,0
case_5818,Gate In,Res.GateIn,2026-04-23 13:33:00,2026-04-23 13:33:00,2026-04-23 13:33:00,67.97,2.3,low,T12,0.0,0,0.59,low,0.7656,88.6,14.37,0,0.5928,1,delivery,1,T12,0.2423,low,0.46,20.0,1,13.87,2,0
case_5819,Gate In,Res.GateIn,2026-04-23 13:34:00,2026-04-23 13:34:00,2026-04-23 13:34:00,124.25,10.25,mid,T21,1.0,0,0.5115,high,0.84,186.33,20.33,1,0.54,2,mixed,1,T21,0.6685,high,0.3585,6.0,1,39.17,12,0
case_5820,Gate In,Res.GateIn,2026-04-23 13:34:00,2026-04-23 13:34:00,2026-04-23 13:34:00,16.77,8.63,non_rmg,MT,0.0,0,0.4765,very_high,0.86,26.23,5.22,0,0.5465,2,delivery,1,MT,0.86,high,0.5065,,2,8.63,3,0
case_5765,Gate Out,Res.GateOut,2026-04-23 13:23:00,2026-04-23 13:34:00,2026-04-23 13:34:00,19.37,12.72,non_rmg,MT,0.0,0,0.5326,very_high,0.7874,40.85,3.23,0,0.57,1,delivery,1,MT,0.7874,very_high,0.5074,,1,12.72,3,0
case_5821,Gate In,Res.GateIn,2026-04-23 13:35:00,2026-04-23 13:35:00,2026-04-23 13:35:00,135.97,8.43,top_3,T20,0.0,0,0.52,medium,0.8228,163.93,19.0,0,0.5564,1,delivery,1,T20,0.6364,high,0.4164,1.0,1,27.6,3,0
case_5770,Gate Out,Res.GateOut,2026-04-23 13:24:00,2026-04-23 13:35:00,2026-04-23 13:35:00,77.07,11.53,low,T11,1.0,0,0.58,medium,0.7343,110.47,17.73,0,0.5886,1,delivery,1,T11,0.6,very_high,0.4528,12.0,1,15.67,3,0
case_5798,RMG_receive,T19,2026-04-23 13:25:00,2026-04-23 13:35:00,2026-04-23 14:01:00,146.2,3.93,low,T19,0.5,0,0.52,medium,0.8102,162.0,18.03,1,0.5501,2,mixed,2,T19,0.5702,low,0.4101,12.0,1,41.63,8,0
case_5807,RMG_receive,T17,2026-04-23 13:19:00,2026-04-23 13:35:00,2026-04-23 13:45:00,20.52,2.0,mid,T17,1.0,0,0.56,high,0.862,23.6,0.65,1,0.58,1,receive,1,T17,0.642,low,0.358,9.0,0,5.22,4,0
case_5814,Gate Out,Res.GateOut,2026-04-23 13:31:00,2026-04-23 13:35:00,2026-04-23 13:35:00,116.7,7.7,top_3,T15,1.0,1,0.5408,high,0.74,144.3,34.7,1,0.5508,1,receive,1,T15,0.6715,high,0.4092,2.0,0,21.7,7,0
case_5822,Gate In,Res.GateIn,2026-04-23 13:36:00,2026-04-23 13:36:00,2026-04-23 13:36:00,107.67,8.95,non_rmg,MT,0.0,0,0.5458,very_high,0.8284,124.2,14.32,1,0.58,1,receive,1,MT,0.8284,high,0.47,,0,8.95,4,0
case_5823,Gate In,Res.GateIn,2026-04-23 13:36:00,2026-04-23 13:36:00,2026-04-23 13:36:00,126.0,31.67,non_rmg,VC,1.0,0,0.45,low,0.87,186.0,31.67,0,0.5029,1,delivery,1,VC,0.35,very_high,0.35,,1,21.17,4,0
case_5824,Gate In,Res.GateIn,2026-04-23 13:36:00,2026-04-23 13:36:00,2026-04-23 13:36:00,71.0,1.0,mid,T15,0.0,0,0.5862,high,0.86,117.67,5.13,0,0.5962,1,delivery,1,T15,0.6923,low,0.3823,7.0,1,14.4,2,0
case_5825,Gate In,Res.GateIn,2026-04-23 13:36:00,2026-04-23 13:36:00,2026-04-23 13:36:00,75.53,4.43,low,T10,0.0,0,0.6189,low,0.8095,112.9,12.43,0,0.6384,1,delivery,1,T10,0.47,low,0.5178,19.0,1,16.13,2,0
case_5826,Gate In,Res.GateIn,2026-04-23 13:36:00,2026-04-23 13:36:00,2026-04-23 13:36:00,122.0,4.07,low,T09,1.0,0,0.5113,medium,0.84,181.33,20.13,1,0.54,1,receive,1,T09,0.51,low,0.3587,16.0,0,38.47,4,0
case_5827,Gate In,Res.GateIn,2026-04-23 13:36:00,2026-04-23 13:36:00,2026-04-23 13:36:00,59.17,1.17,top_3,T21,1.0,0,0.62,very_high,0.87,58.42,8.08,0,0.63,1,delivery,1,T21,0.7885,low,0.4615,1.0,1,13.42,5,1
case_5828,Gate In,Res.GateIn,2026-04-23 13:36:00,2026-04-23 13:36:00,2026-04-23 13:36:00,133.87,17.1,non_rmg,MT,0.0,0,0.5505,very_high,0.83,172.38,25.55,0,0.6005,1,delivery,1,MT,0.83,very_high,0.58,,1,17.1,3,0
case_5829,Gate In,Res.GateIn,2026-04-23 13:36:00,2026-04-23 13:36:00,2026-04-23 13:36:00,41.62,2.42,low,T09,1.0,0,0.58,high,0.9,48.92,6.28,1,0.61,1,receive,1,T09,0.66,low,0.45,12.0,0,7.57,5,0
case_5830,Gate In,Res.GateIn,2026-04-23 13:36:00,2026-04-23 13:36:00,2026-04-23 13:36:00,117.53,4.87,mid,T27,1.0,1,0.5273,medium,0.7953,164.73,35.6,1,0.5687,1,receive,1,T27,0.6087,medium,0.5087,9.0,0,28.27,7,0
case_5831,Gate In,Res.GateIn,2026-04-23 13:36:00,2026-04-23 13:36:00,2026-04-23 13:36:00,75.53,12.43,non_rmg,VC,0.333,0,0.6189,medium,0.8095,112.9,12.43,1,0.6384,3,mixed,1,VC,0.5178,very_high,0.5178,,2,16.13,11,0
case_5791,Gate Out,Res.GateOut,2026-04-23 13:21:00,2026-04-23 13:36:00,2026-04-23 13:36:00,40.8,2.0,low,T27,1.0,0,0.63,medium,0.87,58.4,10.2,0,0.64,1,delivery,1,T27,0.6285,low,0.4615,15.0,1,6.8,4,0
case_5832,Gate In,Res.GateIn,2026-04-23 13:37:00,2026-04-23 13:37:00,2026-04-23 13:37:00,124.98,10.47,low,T06,0.0,0,0.554,medium,0.91,139.9,24.17,0,0.594,1,delivery,1,T06,0.55,high,0.414,14.0,1,8.0,3,0
case_5833,Gate In,Res.GateIn,2026-04-23 13:37:00,2026-04-23 13:37:00,2026-04-23 13:37:00,115.2,30.47,non_rmg,VC,1.0,0,0.45,low,0.87,164.4,30.47,1,0.5044,1,receive,1,VC,0.35,very_high,0.35,,0,25.37,4,0
case_5796,Gate Out,Res.GateOut,2026-04-23 13:27:00,2026-04-23 13:37:00,2026-04-23 13:37:00,59.33,2.17,low,T27,1.0,0,0.55,medium,0.7496,65.33,4.33,1,0.56,1,receive,1,T27,0.5896,low,0.4,11.0,0,20.17,5,0
case_5808,Gate Out,Res.GateOut,2026-04-23 13:32:00,2026-04-23 13:37:00,2026-04-23 13:37:00,112.05,7.88,top_3,T21,1.0,0,0.6203,very_high,0.8797,158.3,25.0,1,0.64,1,receive,1,T21,0.78,high,0.47,1.0,0,31.65,4,0
case_5834,Gate In,Res.GateIn,2026-04-23 13:38:00,2026-04-23 13:38:00,2026-04-23 13:38:00,91.87,7.13,low,T13,1.0,0,0.62,medium,0.8297,120.4,15.87,1,0.64,1,receive,1,T13,0.6105,high,0.5298,15.0,0,19.53,4,0
case_5804,HO2_receive,HO2,2026-04-23 13:15:00,2026-04-23 13:38:00,2026-04-23 13:46:00,97.22,35.85,non_rmg,VC,1.0,1,0.53,low,0.7584,115.43,35.85,1,0.5642,1,receive,1,VC,0.4842,very_high,0.4842,,0,24.75,9,1
case_5822,LL_receive,LL,2026-04-23 13:36:00,2026-04-23 13:39:00,2026-04-23 13:49:00,107.67,8.95,non_rmg,MT,0.0,0,0.5458,very_high,0.8284,124.2,14.32,1,0.58,1,receive,1,MT,0.8284,high,0.47,,0,8.95,4,0
case_5825,RMG_delivery,T10,2026-04-23 13:36:00,2026-04-23 13:39:00,2026-04-23 13:49:00,75.53,4.43,low,T10,0.0,0,0.6189,low,0.8095,112.9,12.43,0,0.6384,1,delivery,1,T10,0.47,low,0.5178,19.0,1,16.13,2,0
case_5835,Gate In,Res.GateIn,2026-04-23 13:39:00,2026-04-23 13:39:00,2026-04-23 13:39:00,120.33,7.8,mid,T27,1.0,0,0.4623,medium,0.85,171.33,27.93,0,0.5123,1,delivery,1,T27,0.5447,high,0.35,10.0,1,36.27,3,0
case_5836,Gate In,Res.GateIn,2026-04-23 13:39:00,2026-04-23 13:39:00,2026-04-23 13:39:00,113.0,8.0,top_3,T17,1.0,0,0.59,high,0.755,134.0,11.0,0,0.6,1,delivery,1,T17,0.6875,high,0.4675,2.0,1,12.0,4,0
case_5802,HO2_mixed,HO2,2026-04-23 13:15:00,2026-04-23 13:39:00,2026-04-23 14:04:00,45.7,4.13,mid,T12,0.0,0,0.532,medium,0.788,84.73,7.77,0,0.57,1,delivery,1,T12,0.61,low,0.508,9.0,1,21.8,3,0
case_5809,Gate Out,Res.GateOut,2026-04-23 13:29:00,2026-04-23 13:39:00,2026-04-23 13:39:00,125.65,30.23,non_rmg,VC,1.0,1,0.52,low,0.7606,162.28,30.23,0,0.5503,1,delivery,1,VC,0.47,very_high,0.47,,1,19.65,6,0
case_5815,Gate Out,Res.GateOut,2026-04-23 13:34:00,2026-04-23 13:39:00,2026-04-23 13:39:00,124.5,6.5,top_3,T22,1.0,1,0.55,high,0.8122,164.25,29.25,1,0.5678,1,receive,1,T22,0.6956,medium,0.3878,3.0,0,26.0,7,0
case_5837,Gate In,Res.GateIn,2026-04-23 13:40:00,2026-04-23 13:40:00,2026-04-23 13:40:00,126.07,37.83,non_rmg,VC,1.0,0,0.5399,low,0.7399,150.77,37.83,0,0.5499,1,delivery,1,VC,0.4101,very_high,0.4101,,1,22.0,4,0
case_5838,Gate In,Res.GateIn,2026-04-23 13:40:00,2026-04-23 13:40:00,2026-04-23 13:40:00,106.08,7.58,mid,T16,1.0,0,0.5736,high,0.8064,93.22,30.33,1,0.6118,1,receive,1,T16,0.6754,high,0.58,9.0,0,18.3,5,0
case_5839,Gate In,Res.GateIn,2026-04-23 13:40:00,2026-04-23 13:40:00,2026-04-23 13:40:00,78.93,4.07,top_3,T22,1.0,0,0.5843,very_high,0.86,110.87,0.53,0,0.5943,1,delivery,1,T22,0.7187,low,0.3787,2.0,1,13.27,4,0
case_5789,Gate Out,Res.GateOut,2026-04-23 13:34:00,2026-04-23 13:40:00,2026-04-23 13:40:00,33.4,3.8,low,T25,0.5,0,0.51,medium,0.82,51.8,12.35,1,0.5451,2,mixed,1,T25,0.54,low,0.42,11.0,1,0.0,10,0
case_5837,RMG_delivery,T13,2026-04-23 13:40:00,2026-04-23 13:41:00,2026-04-23 13:48:00,126.07,37.83,non_rmg,VC,1.0,0,0.5399,low,0.7399,150.77,37.83,0,0.5499,1,delivery,1,VC,0.4101,very_high,0.4101,,1,22.0,4,0
case_5840,Gate In,Res.GateIn,2026-04-23 13:41:00,2026-04-23 13:41:00,2026-04-23 13:41:00,114.8,46.95,non_rmg,MT,0.0,1,0.4949,very_high,0.85,184.8,30.95,1,0.5349,1,receive,1,MT,0.85,very_high,0.3602,,0,46.95,6,0
case_5841,Gate In,Res.GateIn,2026-04-23 13:41:00,2026-04-23 13:41:00,2026-04-23 13:41:00,110.0,14.4,low,T06,1.0,0,0.5455,low,0.829,125.6,14.2,1,0.58,1,receive,1,T06,0.34,very_high,0.47,17.0,0,8.6,5,0
case_5760,Gate Out,Res.GateOut,2026-04-23 13:33:00,2026-04-23 13:41:00,2026-04-23 13:41:00,131.22,5.55,mid,T17,1.0,0,0.632,very_high,0.818,195.43,32.83,1,0.65,1,receive,1,T17,0.76,medium,0.53,7.0,0,28.98,5,0
case_5783,Gate Out,Res.GateOut,2026-04-23 13:34:00,2026-04-23 13:41:00,2026-04-23 13:41:00,92.4,17.9,non_rmg,MT,0.0,0,0.5074,very_high,0.8326,120.2,36.65,0,0.56,1,delivery,1,MT,0.8326,very_high,0.5,,1,17.9,3,0
case_5820,RMG_delivery,T13,2026-04-23 13:34:00,2026-04-23 13:42:00,2026-04-23 13:45:00,16.77,8.63,non_rmg,MT,0.0,0,0.4765,very_high,0.86,26.23,5.22,0,0.5465,2,delivery,1,MT,0.86,high,0.5065,,2,8.63,3,0
case_5832,RMG_delivery,T06,2026-04-23 13:37:00,2026-04-23 13:42:00,2026-04-23 14:17:00,124.98,10.47,low,T06,0.0,0,0.554,medium,0.91,139.9,24.17,0,0.594,1,delivery,1,T06,0.55,high,0.414,14.0,1,8.0,3,0
case_5840,LL_receive,LL,2026-04-23 13:41:00,2026-04-23 13:42:00,2026-04-23 13:55:00,114.8,46.95,non_rmg,MT,0.0,1,0.4949,very_high,0.85,184.8,30.95,1,0.5349,1,receive,1,MT,0.85,very_high,0.3602,,0,46.95,6,0
case_5842,Gate In,Res.GateIn,2026-04-23 13:42:00,2026-04-23 13:42:00,2026-04-23 13:42:00,145.4,1.17,low,T18,1.0,0,0.6262,low,0.8238,175.57,28.73,1,0.6481,1,receive,1,T18,0.4442,low,0.53,16.0,0,25.37,5,0
case_5843,Gate In,Res.GateIn,2026-04-23 13:43:00,2026-04-23 13:43:00,2026-04-23 13:43:00,120.8,5.6,mid,T15,1.0,1,0.58,high,0.8718,135.4,20.8,1,0.61,1,receive,1,T15,0.67,medium,0.44,10.0,0,34.5,7,0
case_5844,Gate In,Res.GateIn,2026-04-23 13:43:00,2026-04-23 13:43:00,2026-04-23 13:43:00,164.6,10.4,low,T09,1.0,0,0.54,medium,0.8585,171.4,13.8,1,0.5742,1,receive,1,T09,0.62,high,0.4142,11.0,0,9.2,5,0
case_5799,Gate Out,Res.GateOut,2026-04-23 13:24:00,2026-04-23 13:43:00,2026-04-23 13:43:00,111.42,5.58,mid,T21,1.0,0,0.5085,high,0.8415,147.25,20.92,0,0.54,1,delivery,1,T21,0.6685,medium,0.3585,5.0,1,29.25,4,0
case_5842,HO2_receive,HO2,2026-04-23 13:42:00,2026-04-23 13:44:00,2026-04-23 14:27:00,145.4,1.17,low,T18,1.0,0,0.6262,low,0.8238,175.57,28.73,1,0.6481,1,receive,1,T18,0.4442,low,0.53,16.0,0,25.37,5,0
