case:concept:name,concept:name,org:resource,enabled:timestamp,start:timestamp,time:timestamp,rmg_demand,target_demand,target_rank_group,target_area,full_ratio,has_reefer,rmg_utilization,target_utilization_bin,mt_utilization,gate_demand,vc_demand,n_receives,gate_utilization,n_containers,process_flow_type,n_stops,primary_target_area,target_utilization,target_demand_bin,vc_utilization,target_rank,n_deliveries,mt_demand,visit_complexity,has_hazardous
case_15252,RMG_receive,T18,2026-04-29 17:59:00,2026-04-29 18:01:00,2026-04-29 18:10:00,99.67,7.0,mid,T18,1.0,0,0.5708,very_high,0.84,141.0,16.5,1,0.6,1,receive,1,T18,0.7204,medium,0.45,5.0,0,32.83,4,0
case_15202,Gate Out,Res.GateOut,2026-04-29 17:48:00,2026-04-29 18:01:00,2026-04-29 18:01:00,123.7,41.43,non_rmg,VC,1.0,0,0.6,low,0.75,168.2,41.43,0,0.5974,1,delivery,1,VC,0.4048,very_high,0.4048,,1,23.1,4,0
case_15249,LL_delivery,LL,2026-04-29 17:58:00,2026-04-29 18:02:00,2026-04-29 18:15:00,103.92,26.25,non_rmg,MT,0.0,0,0.53,very_high,0.7579,122.83,36.75,0,0.564,1,delivery,1,MT,0.7579,very_high,0.484,,1,26.25,3,0
case_15204,Gate Out,Res.GateOut,2026-04-29 17:47:00,2026-04-29 18:02:00,2026-04-29 18:02:00,22.38,1.87,top_3,T20,1.0,0,0.5711,high,0.9,28.3,1.0,1,0.6055,1,receive,1,T20,0.7111,low,0.45,2.0,0,6.57,5,0
case_15210,Gate Out,Res.GateOut,2026-04-29 17:55:00,2026-04-29 18:02:00,2026-04-29 18:02:00,28.2,2.8,mid,T25,1.0,0,0.56,high,0.81,33.0,10.4,1,0.6,1,receive,1,T25,0.6795,low,0.5695,7.0,0,4.4,4,0
case_15226,LL_receive,LL,2026-04-29 17:59:00,2026-04-29 18:03:00,2026-04-29 18:09:00,125.42,4.48,low,T10,1.0,0,0.5463,low,0.74,163.65,24.17,2,0.5563,2,receive,2,T10,0.4,medium,0.4037,16.0,0,30.32,9,0
case_15255,Gate In,Res.GateIn,2026-04-29 18:03:00,2026-04-29 18:03:00,2026-04-29 18:03:00,103.92,4.25,low,T25,1.0,0,0.53,medium,0.7579,122.83,36.75,1,0.564,1,receive,1,T25,0.59,low,0.484,11.0,0,26.25,4,0
case_15256,Gate In,Res.GateIn,2026-04-29 18:03:00,2026-04-29 18:03:00,2026-04-29 18:03:00,93.55,23.15,non_rmg,VC,1.0,0,0.6274,low,0.8726,135.05,23.15,0,0.64,1,delivery,1,VC,0.47,very_high,0.47,,1,33.65,4,0
case_15254,RMG_receive,T17,2026-04-29 17:59:00,2026-04-29 18:04:00,2026-04-29 18:17:00,67.0,3.4,mid,T17,1.0,0,0.6182,high,0.8318,99.53,11.33,1,0.6382,1,receive,1,T17,0.68,low,0.5282,6.0,0,17.8,5,0
case_15257,Gate In,Res.GateIn,2026-04-29 18:04:00,2026-04-29 18:04:00,2026-04-29 18:04:00,144.82,17.27,non_rmg,VC,1.0,0,0.5318,low,0.8518,166.6,17.27,0,0.5718,1,delivery,1,VC,0.42,very_high,0.42,,1,32.12,3,0
case_15258,Gate In,Res.GateIn,2026-04-29 18:04:00,2026-04-29 18:04:00,2026-04-29 18:04:00,114.0,7.4,low,T13,1.0,0,0.4608,low,0.85,146.0,27.3,1,0.5108,1,receive,1,T13,0.4715,high,0.35,15.0,0,29.3,5,0
case_15259,Gate In,Res.GateIn,2026-04-29 18:04:00,2026-04-29 18:04:00,2026-04-29 18:04:00,146.07,8.2,top_3,T17,1.0,0,0.5378,high,0.9057,180.27,25.33,0,0.5778,1,delivery,1,T17,0.6957,high,0.3878,1.0,1,18.6,4,0
case_15247,RMG_receive,T22,2026-04-29 17:55:00,2026-04-29 18:05:00,2026-04-29 18:20:00,112.0,5.2,top_3,T22,1.0,0,0.45,medium,0.87,161.6,31.4,1,0.5055,1,receive,1,T22,0.6155,medium,0.35,1.0,0,29.6,5,0
case_15250,HO2_receive,HO2,2026-04-29 17:59:00,2026-04-29 18:05:00,2026-04-29 18:41:00,138.67,22.33,non_rmg,VC,1.0,0,0.5292,low,0.7292,166.67,22.33,1,0.54,1,receive,1,VC,0.42,very_high,0.42,,0,36.0,5,0
case_15258,HO2_delivery,HO2,2026-04-29 18:04:00,2026-04-29 18:05:00,2026-04-29 18:08:00,114.0,7.4,low,T13,1.0,0,0.4608,low,0.85,146.0,27.3,1,0.5108,1,receive,1,T13,0.4715,high,0.35,15.0,0,29.3,5,0
case_15260,Gate In,Res.GateIn,2026-04-29 18:05:00,2026-04-29 18:05:00,2026-04-29 18:05:00,33.4,1.05,mid,T11,1.0,0,0.5732,high,0.8468,29.65,2.0,0,0.5866,1,delivery,1,T11,0.6832,low,0.3666,8.0,1,7.7,4,0
case_15260,RMG_delivery,T11,2026-04-29 18:05:00,2026-04-29 18:05:00,2026-04-29 18:07:00,33.4,1.05,mid,T11,1.0,0,0.5732,high,0.8468,29.65,2.0,0,0.5866,1,delivery,1,T11,0.6832,low,0.3666,8.0,1,7.7,4,0
case_15261,Gate In,Res.GateIn,2026-04-29 18:05:00,2026-04-29 18:05:00,2026-04-29 18:05:00,114.08,10.18,mid,T13,1.0,0,0.59,medium,0.7394,123.55,11.23,1,0.6,1,receive,1,T13,0.6194,high,0.4603,9.0,0,2.58,4,0
case_15262,Gate In,Res.GateIn,2026-04-29 18:05:00,2026-04-29 18:05:00,2026-04-29 18:05:00,149.2,10.9,low,T11,1.0,0,0.6116,high,0.8632,179.43,23.97,1,0.6316,2,mixed,1,T11,0.6648,high,0.49,13.0,1,28.2,12,0
case_15195,Gate Out,Res.GateOut,2026-04-29 17:52:00,2026-04-29 18:05:00,2026-04-29 18:05:00,136.0,7.6,top_3,T22,1.0,0,0.58,high,0.9,172.2,35.0,1,0.6158,1,receive,1,T22,0.7142,high,0.4672,2.0,0,24.2,5,0
case_15203,Gate Out,Res.GateOut,2026-04-29 17:53:00,2026-04-29 18:05:00,2026-04-29 18:05:00,35.53,6.63,mid,T15,1.0,0,0.5934,high,0.7066,45.83,3.73,0,0.59,1,delivery,1,T15,0.6534,medium,0.47,7.0,1,8.27,3,0
case_15207,Gate Out,Res.GateOut,2026-04-29 17:44:00,2026-04-29 18:05:00,2026-04-29 18:05:00,103.35,7.0,low,T11,1.0,0,0.5451,low,0.8251,107.5,28.1,1,0.5951,1,receive,1,T11,0.2254,medium,0.5702,18.0,0,20.85,5,0
case_15243,RMG_receive,T21,2026-04-29 17:52:00,2026-04-29 18:06:00,2026-04-29 18:19:00,110.5,9.7,mid,T21,1.0,0,0.55,very_high,0.69,145.1,22.3,1,0.5648,1,receive,1,T21,0.7505,high,0.5095,6.0,0,26.2,5,0
case_15259,RMG_delivery,T17,2026-04-29 18:04:00,2026-04-29 18:06:00,2026-04-29 18:12:00,146.07,8.2,top_3,T17,1.0,0,0.5378,high,0.9057,180.27,25.33,0,0.5778,1,delivery,1,T17,0.6957,high,0.3878,1.0,1,18.6,4,0
case_15263,Gate In,Res.GateIn,2026-04-29 18:06:00,2026-04-29 18:06:00,2026-04-29 18:06:00,112.1,1.8,low,T06,0.5,0,0.59,low,0.7505,133.1,17.3,1,0.6,2,mixed,1,T06,0.4642,low,0.4652,18.0,1,1.2,11,0
case_15240,RMG_receive,T18,2026-04-29 17:52:00,2026-04-29 18:07:00,2026-04-29 18:11:00,41.33,2.0,top_3,T18,1.0,0,0.59,high,0.7723,54.33,3.17,1,0.5961,1,receive,1,T18,0.6961,low,0.46,1.0,0,11.33,5,0
case_15257,HO2_delivery,HO2,2026-04-29 18:04:00,2026-04-29 18:07:00,2026-04-29 18:14:00,144.82,17.27,non_rmg,VC,1.0,0,0.5318,low,0.8518,166.6,17.27,0,0.5718,1,delivery,1,VC,0.42,very_high,0.42,,1,32.12,3,0
case_15264,Gate In,Res.GateIn,2026-04-29 18:07:00,2026-04-29 18:07:00,2026-04-29 18:07:00,108.5,28.0,non_rmg,MT,0.0,0,0.5929,very_high,0.79,133.5,26.83,0,0.6029,1,delivery,1,MT,0.79,very_high,0.4658,,1,28.0,3,0
case_15265,Gate In,Res.GateIn,2026-04-29 18:07:00,2026-04-29 18:07:00,2026-04-29 18:07:00,43.77,2.43,mid,T16,1.0,0,0.5172,medium,0.8472,61.93,5.4,2,0.5486,2,receive,1,T16,0.6286,low,0.4086,5.0,0,5.3,7,0
case_15266,Gate In,Res.GateIn,2026-04-29 18:07:00,2026-04-29 18:07:00,2026-04-29 18:07:00,75.0,4.33,low,T09,0.0,0,0.56,low,0.9142,73.67,8.0,0,0.6,1,delivery,1,T09,0.31,low,0.42,20.0,1,6.67,3,0
case_15220,Gate Out,Res.GateOut,2026-04-29 17:59:00,2026-04-29 18:07:00,2026-04-29 18:07:00,96.8,10.0,mid,T19,1.0,0,0.59,high,0.758,125.0,13.4,0,0.6,1,delivery,1,T19,0.671,high,0.469,6.0,1,19.8,4,0
case_15124,Gate Out,Res.GateOut,2026-04-29 18:02:00,2026-04-29 18:08:00,2026-04-29 18:08:00,44.52,3.27,low,T18,1.0,0,0.613,medium,0.79,37.0,3.63,1,0.623,2,mixed,2,T18,0.5241,low,0.497,15.0,1,7.0,10,0
case_15225,Gate Out,Res.GateOut,2026-04-29 18:00:00,2026-04-29 18:08:00,2026-04-29 18:08:00,58.67,3.53,top_3,T12,1.0,0,0.5607,high,0.8697,54.0,3.27,1,0.5803,1,receive,1,T12,0.6903,low,0.3507,3.0,0,7.6,4,0
case_15246,RMG_receive,T13,2026-04-29 17:55:00,2026-04-29 18:08:00,2026-04-29 18:21:00,149.33,6.4,top_3,T13,1.0,0,0.62,very_high,0.8422,158.8,24.27,1,0.64,1,receive,1,T13,0.7678,medium,0.5378,2.0,0,14.07,5,0
case_15264,LL_delivery,LL,2026-04-29 18:07:00,2026-04-29 18:08:00,2026-04-29 18:11:00,108.5,28.0,non_rmg,MT,0.0,0,0.5929,very_high,0.79,133.5,26.83,0,0.6029,1,delivery,1,MT,0.79,very_high,0.4658,,1,28.0,3,0
case_15263,RMG_mixed,T06,2026-04-29 18:06:00,2026-04-29 18:08:00,2026-04-29 18:23:00,112.1,1.8,low,T06,0.5,0,0.59,low,0.7505,133.1,17.3,1,0.6,2,mixed,1,T06,0.4642,low,0.4652,18.0,1,1.2,11,0
case_15267,Gate In,Res.GateIn,2026-04-29 18:08:00,2026-04-29 18:08:00,2026-04-29 18:08:00,33.0,3.0,mid,T26,1.0,0,0.5915,high,0.7085,42.4,4.2,1,0.59,1,receive,1,T26,0.6615,low,0.47,6.0,0,6.6,5,0
case_15268,Gate In,Res.GateIn,2026-04-29 18:08:00,2026-04-29 18:08:00,2026-04-29 18:08:00,25.65,6.0,non_rmg,MT,0.0,0,0.4699,very_high,0.7901,34.6,3.15,0,0.51,1,delivery,1,MT,0.7901,medium,0.41,,1,6.0,2,0
case_15209,Gate Out,Res.GateOut,2026-04-29 18:04:00,2026-04-29 18:08:00,2026-04-29 18:08:00,19.33,2.92,mid,T25,1.0,0,0.5273,high,0.8019,35.0,13.75,1,0.5746,1,receive,1,T25,0.6592,low,0.5292,9.0,0,0.0,5,0
case_15215,Gate Out,Res.GateOut,2026-04-29 17:51:00,2026-04-29 18:08:00,2026-04-29 18:08:00,133.33,5.37,top_3,T18,0.0,1,0.5834,very_high,0.9034,171.37,31.6,0,0.6134,1,delivery,1,T18,0.7268,medium,0.4534,2.0,1,8.1,5,0
case_15237,RMG_receive,T13,2026-04-29 17:49:00,2026-04-29 18:09:00,2026-04-29 18:37:00,139.2,11.9,mid,T13,1.0,0,0.6124,very_high,0.8724,198.05,32.35,1,0.6324,1,receive,1,T13,0.7324,very_high,0.47,5.0,0,40.1,5,0
case_15269,Gate In,Res.GateIn,2026-04-29 18:09:00,2026-04-29 18:09:00,2026-04-29 18:09:00,80.53,7.0,low,T10,0.0,0,0.5288,low,0.8344,90.53,9.63,0,0.5644,2,delivery,2,T10,0.3067,medium,0.42,19.0,2,18.5,5,0
case_15269,LL_delivery,LL,2026-04-29 18:09:00,2026-04-29 18:09:00,2026-04-29 18:16:00,80.53,7.0,low,T10,0.0,0,0.5288,low,0.8344,90.53,9.63,0,0.5644,2,delivery,2,T10,0.3067,medium,0.42,19.0,2,18.5,5,0
case_15217,Gate Out,Res.GateOut,2026-04-29 17:56:00,2026-04-29 18:09:00,2026-04-29 18:09:00,134.1,6.2,top_3,T21,1.0,0,0.5105,high,0.829,185.9,52.3,1,0.5602,1,receive,1,T21,0.7105,medium,0.5002,2.0,0,32.2,5,0
case_15222,Gate Out,Res.GateOut,2026-04-29 18:03:00,2026-04-29 18:10:00,2026-04-29 18:10:00,5.0,2.0,non_rmg,VC,0.0,0,0.5667,low,0.9233,9.67,2.0,0,0.6033,2,delivery,1,VC,0.42,low,0.42,,2,3.67,3,0
case_15228,Gate Out,Res.GateOut,2026-04-29 18:03:00,2026-04-29 18:10:00,2026-04-29 18:10:00,108.38,8.38,mid,T17,1.0,1,0.53,very_high,0.7576,127.77,37.35,0,0.5638,1,delivery,1,T17,0.72,high,0.4838,4.0,1,27.25,6,0
case_15241,Gate Out,Res.GateOut,2026-04-29 18:05:00,2026-04-29 18:10:00,2026-04-29 18:10:00,107.73,36.8,non_rmg,VC,1.0,0,0.458,low,0.8541,157.68,36.8,0,0.51,1,delivery,1,VC,0.35,very_high,0.35,,1,30.08,4,0
case_15248,RMG_receive,T21,2026-04-29 18:08:00,2026-04-29 18:10:00,2026-04-29 18:15:00,108.57,11.92,mid,T21,0.5,0,0.5481,very_high,0.69,153.92,20.85,1,0.559,2,mixed,2,T21,0.759,very_high,0.499,4.0,1,34.22,10,0
case_15265,RMG_receive,T16,2026-04-29 18:07:00,2026-04-29 18:10:00,2026-04-29 18:16:00,43.77,2.43,mid,T16,1.0,0,0.5172,medium,0.8472,61.93,5.4,2,0.5486,2,receive,1,T16,0.6286,low,0.4086,5.0,0,5.3,7,0
case_15270,Gate In,Res.GateIn,2026-04-29 18:10:00,2026-04-29 18:10:00,2026-04-29 18:10:00,164.1,8.0,mid,T09,1.0,0,0.62,high,0.8499,197.2,22.95,1,0.64,1,receive,1,T09,0.7101,high,0.5301,9.0,0,28.55,4,0
case_15271,Gate In,Res.GateIn,2026-04-29 18:10:00,2026-04-29 18:10:00,2026-04-29 18:10:00,115.33,7.67,mid,T11,1.0,0,0.5767,high,0.8533,148.67,11.33,1,0.6067,1,receive,1,T11,0.67,high,0.45,8.0,0,23.33,4,0
case_15206,Gate Out,Res.GateOut,2026-04-29 17:38:00,2026-04-29 18:10:00,2026-04-29 18:10:00,140.8,23.6,non_rmg,MT,0.0,0,0.59,very_high,0.7846,183.75,26.85,0,0.62,1,delivery,1,MT,0.7846,very_high,0.5692,,1,23.6,3,0
case_15212,Gate Out,Res.GateOut,2026-04-29 17:56:00,2026-04-29 18:10:00,2026-04-29 18:10:00,36.4,5.0,top_3,T14,1.0,0,0.5095,medium,0.82,39.4,4.6,1,0.54,1,receive,1,T14,0.61,medium,0.4195,2.0,0,0.0,5,0
case_15272,Gate In,Res.GateIn,2026-04-29 18:11:00,2026-04-29 18:11:00,2026-04-29 18:11:00,135.5,21.27,non_rmg,MT,1.0,0,0.52,very_high,0.7568,151.5,24.93,1,0.55,1,receive,1,MT,0.7568,very_high,0.4684,,0,21.27,5,0
case_15271,RMG_receive,T11,2026-04-29 18:10:00,2026-04-29 18:11:00,2026-04-29 18:27:00,115.33,7.67,mid,T11,1.0,0,0.5767,high,0.8533,148.67,11.33,1,0.6067,1,receive,1,T11,0.67,high,0.45,8.0,0,23.33,4,0
case_15273,Gate In,Res.GateIn,2026-04-29 18:11:00,2026-04-29 18:11:00,2026-04-29 18:11:00,132.13,7.73,mid,T14,1.0,0,0.6128,very_high,0.8572,167.47,24.67,1,0.63,1,receive,1,T14,0.7228,high,0.49,9.0,0,22.47,4,0
case_15201,Gate Out,Res.GateOut,2026-04-29 18:04:00,2026-04-29 18:11:00,2026-04-29 18:11:00,35.5,1.5,low,T15,0.5,0,0.56,high,0.8088,39.5,2.0,1,0.5712,2,mixed,2,T15,0.6525,low,0.4012,11.0,1,8.5,10,0
case_15245,Gate Out,Res.GateOut,2026-04-29 18:06:00,2026-04-29 18:12:00,2026-04-29 18:12:00,31.6,2.8,low,T12,0.333,0,0.61,medium,0.84,38.87,2.27,1,0.63,3,mixed,1,T12,0.53,low,0.5003,18.0,2,3.4,12,0
case_15268,LL_delivery,LL,2026-04-29 18:08:00,2026-04-29 18:12:00,2026-04-29 18:41:00,25.65,6.0,non_rmg,MT,0.0,0,0.4699,very_high,0.7901,34.6,3.15,0,0.51,1,delivery,1,MT,0.7901,medium,0.41,,1,6.0,2,0
case_15274,Gate In,Res.GateIn,2026-04-29 18:12:00,2026-04-29 18:12:00,2026-04-29 18:12:00,109.87,30.4,non_rmg,VC,1.0,0,0.4593,low,0.8514,142.22,30.4,0,0.51,1,delivery,1,VC,0.35,very_high,0.35,,1,27.42,3,0
case_15273,RMG_receive,T14,2026-04-29 18:11:00,2026-04-29 18:12:00,2026-04-29 18:30:00,132.13,7.73,mid,T14,1.0,0,0.6128,very_high,0.8572,167.47,24.67,1,0.63,1,receive,1,T14,0.7228,high,0.49,9.0,0,22.47,4,0
case_15275,Gate In,Res.GateIn,2026-04-29 18:12:00,2026-04-29 18:12:00,2026-04-29 18:12:00,136.0,13.0,mid,T13,0.0,0,0.6125,very_high,0.8575,168.0,26.0,0,0.63,1,delivery,1,T13,0.73,very_high,0.49,7.0,1,21.0,3,0
case_15276,Gate In,Res.GateIn,2026-04-29 18:12:00,2026-04-29 18:12:00,2026-04-29 18:12:00,51.95,8.2,non_rmg,VC,1.0,0,0.5986,low,0.7014,65.5,8.2,0,0.59,1,delivery,1,VC,0.47,high,0.47,,1,10.1,4,0
case_15277,Gate In,Res.GateIn,2026-04-29 18:12:00,2026-04-29 18:12:00,2026-04-29 18:12:00,141.0,9.83,low,T06,1.0,0,0.6,medium,0.75,172.63,51.03,0,0.59,1,delivery,1,T06,0.5069,high,0.3931,14.0,1,25.37,3,0
case_15278,Gate In,Res.GateIn,2026-04-29 18:12:00,2026-04-29 18:12:00,2026-04-29 18:12:00,102.05,3.4,mid,T24,1.0,0,0.6034,high,0.8466,137.7,12.15,1,0.6234,1,receive,1,T24,0.6534,low,0.5,7.0,0,13.55,5,0
case_15218,Gate Out,Res.GateOut,2026-04-29 17:59:00,2026-04-29 18:12:00,2026-04-29 18:12:00,153.08,9.42,mid,T21,1.0,0,0.62,very_high,0.8465,182.42,19.92,1,0.64,1,receive,1,T21,0.7535,high,0.5335,4.0,0,18.75,5,0
case_15252,Gate Out,Res.GateOut,2026-04-29 18:10:00,2026-04-29 18:13:00,2026-04-29 18:13:00,99.67,7.0,mid,T18,1.0,0,0.5708,very_high,0.84,141.0,16.5,1,0.6,1,receive,1,T18,0.7204,medium,0.45,5.0,0,32.83,4,0
case_15272,LL_receive,LL,2026-04-29 18:11:00,2026-04-29 18:13:00,2026-04-29 18:17:00,135.5,21.27,non_rmg,MT,1.0,0,0.52,very_high,0.7568,151.5,24.93,1,0.55,1,receive,1,MT,0.7568,very_high,0.4684,,0,21.27,5,0
case_15279,Gate In,Res.GateIn,2026-04-29 18:13:00,2026-04-29 18:13:00,2026-04-29 18:13:00,137.73,8.73,mid,T17,1.0,0,0.52,medium,0.8266,158.9,18.37,0,0.5583,1,delivery,1,T17,0.6083,high,0.4183,6.0,1,34.52,4,0
case_15280,Gate In,Res.GateIn,2026-04-29 18:13:00,2026-04-29 18:13:00,2026-04-29 18:13:00,28.17,7.25,non_rmg,VC,0.5,0,0.47,low,0.86,45.83,7.25,0,0.54,2,delivery,1,VC,0.5,high,0.5,,2,14.0,5,0
case_15281,Gate In,Res.GateIn,2026-04-29 18:13:00,2026-04-29 18:13:00,2026-04-29 18:13:00,109.1,2.7,mid,T27,1.0,0,0.59,medium,0.7242,100.2,12.6,1,0.6,1,receive,1,T27,0.61,low,0.4679,9.0,0,1.7,5,0
case_15282,Gate In,Res.GateIn,2026-04-29 18:13:00,2026-04-29 18:13:00,2026-04-29 18:13:00,142.65,6.45,mid,T12,1.0,0,0.5329,medium,0.7329,194.8,31.6,1,0.5429,1,receive,1,T12,0.6142,medium,0.4171,6.0,0,36.45,4,0
case_15283,Gate In,Res.GateIn,2026-04-29 18:13:00,2026-04-29 18:13:00,2026-04-29 18:13:00,127.0,10.77,mid,T24,1.0,0,0.55,high,0.8162,171.0,24.4,1,0.5638,1,receive,1,T24,0.6814,high,0.3838,5.0,0,32.47,4,0
case_15284,Gate In,Res.GateIn,2026-04-29 18:13:00,2026-04-29 18:13:00,2026-04-29 18:13:00,107.0,5.8,top_3,T23,1.0,0,0.5105,high,0.84,148.0,18.8,1,0.54,1,receive,1,T23,0.691,medium,0.3595,2.0,0,33.8,5,0
case_15226,LL_receive,LL,2026-04-29 18:09:00,2026-04-29 18:14:00,2026-04-29 18:20:00,125.42,4.48,low,T10,1.0,0,0.5463,low,0.74,163.65,24.17,2,0.5563,2,receive,2,T10,0.4,medium,0.4037,16.0,0,30.32,9,0
case_15270,RMG_receive,T09,2026-04-29 18:10:00,2026-04-29 18:14:00,2026-04-29 18:18:00,164.1,8.0,mid,T09,1.0,0,0.62,high,0.8499,197.2,22.95,1,0.64,1,receive,1,T09,0.7101,high,0.5301,9.0,0,28.55,4,0
case_15282,RMG_receive,T12,2026-04-29 18:13:00,2026-04-29 18:14:00,2026-04-29 18:18:00,142.65,6.45,mid,T12,1.0,0,0.5329,medium,0.7329,194.8,31.6,1,0.5429,1,receive,1,T12,0.6142,medium,0.4171,6.0,0,36.45,4,0
case_15285,Gate In,Res.GateIn,2026-04-29 18:14:00,2026-04-29 18:14:00,2026-04-29 18:14:00,89.6,7.2,mid,T22,1.0,0,0.5415,high,0.837,111.6,14.8,1,0.58,1,receive,1,T22,0.693,high,0.47,4.0,0,11.0,7,1
case_15221,Gate Out,Res.GateOut,2026-04-29 18:11:00,2026-04-29 18:14:00,2026-04-29 18:14:00,118.78,6.0,mid,T25,1.0,0,0.6,high,0.75,164.78,33.08,1,0.59,1,receive,1,T25,0.6415,medium,0.3985,9.0,0,28.38,5,0
case_15235,RMG_receive,T22,2026-04-29 17:48:00,2026-04-29 18:15:00,2026-04-29 18:46:00,43.18,4.7,mid,T22,1.0,0,0.63,very_high,0.82,53.9,11.05,1,0.64,1,receive,1,T22,0.76,medium,0.53,4.0,0,8.45,5,0
case_15251,HO2_receive,HO2,2026-04-29 17:59:00,2026-04-29 18:15:00,2026-04-29 18:30:00,19.9,2.0,non_rmg,VC,1.0,0,0.55,low,0.91,25.6,2.0,1,0.58,1,receive,1,VC,0.3928,low,0.3928,,0,3.5,5,0
case_15275,RMG_delivery,T13,2026-04-29 18:12:00,2026-04-29 18:15:00,2026-04-29 18:19:00,136.0,13.0,mid,T13,0.0,0,0.6125,very_high,0.8575,168.0,26.0,0,0.63,1,delivery,1,T13,0.73,very_high,0.49,7.0,1,21.0,3,0
case_15180,Gate Out,Res.GateOut,2026-04-29 17:21:00,2026-04-29 18:15:00,2026-04-29 18:15:00,132.88,18.43,non_rmg,VC,1.0,0,0.5233,low,0.81,165.22,18.43,1,0.5533,1,receive,1,VC,0.4067,very_high,0.4067,,0,24.48,4,0
case_15279,RMG_delivery,T17,2026-04-29 18:13:00,2026-04-29 18:15:00,2026-04-29 18:22:00,137.73,8.73,mid,T17,1.0,0,0.52,medium,0.8266,158.9,18.37,0,0.5583,1,delivery,1,T17,0.6083,high,0.4183,6.0,1,34.52,4,0
case_15278,RMG_receive,T24,2026-04-29 18:12:00,2026-04-29 18:15:00,2026-04-29 18:32:00,102.05,3.4,mid,T24,1.0,0,0.6034,high,0.8466,137.7,12.15,1,0.6234,1,receive,1,T24,0.6534,low,0.5,7.0,0,13.55,5,0
case_15286,Gate In,Res.GateIn,2026-04-29 18:15:00,2026-04-29 18:15:00,2026-04-29 18:15:00,55.8,3.0,mid,T19,0.0,0,0.52,high,0.78,89.8,15.63,0,0.56,2,delivery,1,T19,0.6741,low,0.4878,8.0,2,0.0,4,0
case_15284,RMG_receive,T23,2026-04-29 18:13:00,2026-04-29 18:15:00,2026-04-29 18:49:00,107.0,5.8,top_3,T23,1.0,0,0.5105,high,0.84,148.0,18.8,1,0.54,1,receive,1,T23,0.691,medium,0.3595,2.0,0,33.8,5,0
case_15287,Gate In,Res.GateIn,2026-04-29 18:15:00,2026-04-29 18:15:00,2026-04-29 18:15:00,136.27,11.0,low,T14,1.0,0,0.4507,medium,0.8687,179.67,31.73,1,0.51,1,receive,1,T14,0.5193,very_high,0.35,12.0,0,28.93,5,0
case_15288,Gate In,Res.GateIn,2026-04-29 18:15:00,2026-04-29 18:15:00,2026-04-29 18:15:00,122.0,34.0,non_rmg,VC,1.0,0,0.6,low,0.75,167.0,34.0,0,0.5925,1,delivery,1,VC,0.395,very_high,0.395,,1,24.0,3,0
case_15289,Gate In,Res.GateIn,2026-04-29 18:15:00,2026-04-29 18:15:00,2026-04-29 18:15:00,116.67,6.0,mid,T22,0.0,0,0.55,high,0.8283,137.33,16.0,0,0.5642,1,delivery,1,T22,0.6717,medium,0.3842,4.0,1,31.67,3,0
case_15281,RMG_receive,T27,2026-04-29 18:13:00,2026-04-29 18:16:00,2026-04-29 18:20:00,109.1,2.7,mid,T27,1.0,0,0.59,medium,0.7242,100.2,12.6,1,0.6,1,receive,1,T27,0.61,low,0.4679,9.0,0,1.7,5,0
case_15290,Gate In,Res.GateIn,2026-04-29 18:16:00,2026-04-29 18:16:00,2026-04-29 18:16:00,62.33,2.67,mid,T24,1.0,0,0.59,medium,0.7667,86.0,11.33,1,0.5933,1,receive,1,T24,0.62,low,0.46,9.0,0,17.33,5,0
case_15291,Gate In,Res.GateIn,2026-04-29 18:16:00,2026-04-29 18:16:00,2026-04-29 18:16:00,34.0,1.05,top_3,T19,1.0,0,0.6113,high,0.8387,54.65,7.15,0,0.6313,1,delivery,1,T19,0.7013,low,0.5213,3.0,1,8.8,4,0
case_15255,RMG_receive,T25,2026-04-29 18:03:00,2026-04-29 18:17:00,2026-04-29 18:25:00,103.92,4.25,low,T25,1.0,0,0.53,medium,0.7579,122.83,36.75,1,0.564,1,receive,1,T25,0.59,low,0.484,11.0,0,26.25,4,0
case_15258,Gate Out,Res.GateOut,2026-04-29 18:08:00,2026-04-29 18:17:00,2026-04-29 18:17:00,114.0,7.4,low,T13,1.0,0,0.4608,low,0.85,146.0,27.3,1,0.5108,1,receive,1,T13,0.4715,high,0.35,15.0,0,29.3,5,0
case_15269,RMG_delivery,T10,2026-04-29 18:16:00,2026-04-29 18:17:00,2026-04-29 18:20:00,80.53,7.0,low,T10,0.0,0,0.5288,low,0.8344,90.53,9.63,0,0.5644,2,delivery,2,T10,0.3067,medium,0.42,19.0,2,18.5,5,0
case_15274,HO2_receive,HO2,2026-04-29 18:12:00,2026-04-29 18:17:00,2026-04-29 18:36:00,109.87,30.4,non_rmg,VC,1.0,0,0.4593,low,0.8514,142.22,30.4,0,0.51,1,delivery,1,VC,0.35,very_high,0.35,,1,27.42,3,0
case_15280,HO2_delivery,HO2,2026-04-29 18:13:00,2026-04-29 18:17:00,2026-04-29 18:49:00,28.17,7.25,non_rmg,VC,0.5,0,0.47,low,0.86,45.83,7.25,0,0.54,2,delivery,1,VC,0.5,high,0.5,,2,14.0,5,0
case_15192,Gate Out,Res.GateOut,2026-04-29 18:07:00,2026-04-29 18:17:00,2026-04-29 18:17:00,112.77,8.0,mid,T15,1.0,0,0.59,high,0.7538,133.77,12.63,0,0.6,1,delivery,1,T15,0.6669,high,0.4669,8.0,1,9.2,3,0
