seed,scenario,sim_cases,sim_events,rmg_events,mean_turnaround_min,median_turnaround_min,p90_turnaround_min,max_turnaround_min,mean_rmg_service_min,median_rmg_service_min,p90_rmg_service_min,mean_rmg_pre_service_min,median_rmg_pre_service_min,p90_rmg_pre_service_min,rmg_receive_events,mean_rmg_receive_service_min,median_rmg_receive_service_min,p90_rmg_receive_service_min,mean_rmg_receive_pre_service_min,median_rmg_receive_pre_service_min,p90_rmg_receive_pre_service_min,rmg_delivery_events,mean_rmg_delivery_service_min,median_rmg_delivery_service_min,p90_rmg_delivery_service_min,mean_rmg_delivery_pre_service_min,median_rmg_delivery_pre_service_min,p90_rmg_delivery_pre_service_min,mean_inter_arrival_min,zero_inter_arrival_share,arrival_span_min,arrival_rate_per_elapsed_hour,service_events_above_24h,turnaround_cases_above_24h,demand_multiplier
48,demand_x1.00,17892,55059,14336,31.68622848200313,28.0,54.0,228.0,10.888671875,8.0,22.0,7.84814453125,5.0,18.0,8007,11.295491444985638,9.0,22.0,7.99063319595354,5.0,19.0,5314,8.70380127963869,6.0,17.0,7.739932254422281,5.0,18.0,0.8285171315186407,0.53999217483651,14823.0,72.41853875733658,0,0,1.0
48,demand_x1.20,17892,55024,14334,31.7583836351442,28.0,54.0,249.0,10.986116924794196,8.0,22.0,8.102413841216688,5.0,19.0,8002,11.348912771807049,9.0,22.0,8.206448387903023,6.0,19.0,5319,8.860500094002631,7.0,18.0,7.968979131415679,5.0,19.0,0.7147727907886647,0.5983455368621095,12788.0,83.94275883640914,0,0,1.2
48,demand_x1.50,17892,55083,14362,33.964285714285715,29.0,58.0,319.0,10.92278234229216,8.0,22.0,10.636053474446456,6.0,24.0,8018,11.293838862559241,9.0,22.0,9.537041656273384,6.0,21.0,5332,8.779632408102026,6.0,17.0,12.458927231807952,6.0,28.0,0.6010843440836174,0.6553574422894193,10754.0,99.81960200855495,0,0,1.5
48,demand_x2.00,17892,55095,14336,35.50547730829421,30.0,62.0,340.0,10.929059709821429,8.0,22.0,12.687569754464286,6.0,30.0,8022,11.325355272999252,9.0,22.0,11.040139616055846,6.0,24.0,5299,8.901490847329685,6.0,18.0,15.65333081713531,7.0,41.19999999999982,0.350064278128668,0.714493320664021,6263.0,171.39709404438767,0,0,2.0
48,demand_x2.40,17892,55029,14312,37.68008048289738,31.0,68.0,320.0,10.787311347121296,8.0,22.0,15.685648406931247,7.0,41.0,8002,11.174331417145714,9.0,22.0,13.37453136715821,7.0,32.0,5306,8.651149641914813,7.0,17.0,19.49133056916698,8.0,53.0,0.29327594880107316,0.752277681515846,5247.0,204.5854774156661,0,0,2.4
48,demand_x3.00,17892,55086,14342,38.06868991728147,31.0,70.0,488.0,10.84325756519314,8.0,22.0,15.84562822479431,7.0,41.0,7978,11.16470293306593,9.0,22.0,13.68237653547255,6.0,34.0,5362,8.776016411786646,7.0,17.0,19.671018276762403,9.0,54.0,0.23643172544854954,0.789838466267956,4230.0,253.77304964539007,0,0,3.0
49,demand_x1.00,17892,55010,14381,31.904817795662865,28.0,54.0,239.0,10.911549961755094,8.0,22.0,7.93310618176761,5.0,18.0,8027,11.369502927619285,9.0,22.0,8.051202192599975,5.0,19.0,5398,8.821044831419044,7.0,17.0,7.758799555390886,5.0,18.0,0.8295232239673579,0.5410541613101559,14841.0,72.33070547806751,0,0,1.0
49,demand_x1.20,17892,55010,14438,31.505421417393247,28.0,53.0,527.0,10.853927136722538,8.0,22.0,7.7760770189776975,5.0,18.0,8056,11.3970953326713,9.0,22.0,7.8592353525322745,5.0,18.0,5425,8.75520737327189,7.0,17.0,7.639078341013825,5.0,17.0,0.7157229892124531,0.5983455368621095,12805.0,83.8313158922296,0,0,1.2
49,demand_x1.50,17892,55039,14361,31.91644310306282,28.0,54.0,246.0,10.859828702736579,8.0,22.0,8.15033772021447,5.0,19.0,8006,11.306270297277042,9.0,22.0,8.208343742193355,5.0,19.0,5387,8.74772600705402,7.0,17.0,8.059031000556896,5.0,18.0,0.601810966407691,0.6580962495109273,10767.0,99.69908052382279,0,0,1.5
49,demand_x2.00,17892,55006,14359,36.37335121842164,30.0,65.0,401.0,10.738421895675186,8.0,22.0,13.923323351208301,7.0,34.0,8040,11.190671641791045,9.0,22.0,11.75497512437811,6.0,27.0,5366,8.65206857994782,6.0,17.0,17.377376071561685,8.0,46.0,0.3506232183779554,0.7151081549382371,6273.0,171.12386417981827,0,0,2.0
